strategy,scenario_id,drone_capacity,no_customers,no_steps,drone_travel_distance,utilization
farthest_package_first_MPA,4,2,50,2046,43910.10677882537,0.3586673183447377
farthest_package_first_MPA,5,2,50,2326,43627.33006189583,0.31362854686156494
farthest_package_first_MPA,6,2,50,1878,38077.46543498924,0.33945686900958466
farthest_package_first_MPA,7,2,50,2199,41763.78450370535,0.3171896316507503
farthest_package_first_MPA,8,2,50,1780,32906.55581490668,0.30926966292134833
farthest_package_first_MPA,9,2,50,2007,35240.96086541132,0.29347284504235177
farthest_package_first_MPA,10,2,100,3616,70777.56600624108,0.3274336283185841
farthest_package_first_MPA,11,2,100,3781,75401.41634343764,0.3339504540245085
farthest_package_first_MPA,12,2,100,3800,80277.68571677053,0.3529824561403509
farthest_package_first_MPA,13,2,100,3692,71345.86866204966,0.32340195016251355
farthest_package_first_MPA,14,2,100,3721,72248.904768003,0.3249126578876646
farthest_package_first_MPA,15,2,100,4127,85793.29397826364,0.34791212341490996
farthest_package_first_MPA,16,2,100,4097,73545.90272755355,0.30001627206899356
farthest_package_first_MPA,17,2,100,3768,79084.51187296612,0.35120311394196746
farthest_package_first_MPA,18,2,100,3931,73548.05825959839,0.3131094717205122
farthest_package_first_MPA,19,2,100,3826,73939.0395199261,0.3233141662310507
farthest_package_first_MPA,20,2,200,7008,104755.89332559302,0.250404299847793
farthest_package_first_MPA,21,2,200,7325,103044.18311657585,0.23563139931740615
farthest_package_first_MPA,22,2,200,6532,96435.19348689614,0.24760155133700756
farthest_package_first_MPA,23,2,200,6565,103914.62756837849,0.2651180502665651
farthest_package_first_MPA,24,2,200,7101,104253.27012382394,0.2458808618504436
farthest_package_first_MPA,25,2,200,6597,103746.9366619995,0.26352887676216463
farthest_package_first_MPA,26,2,200,6362,98350.0315486964,0.25901184114010267
farthest_package_first_MPA,27,2,200,6491,101005.89998517631,0.26084835413136137
farthest_package_first_MPA,28,2,200,6286,100456.2553731698,0.2676317743132888
farthest_package_first_MPA,29,2,200,6481,100841.29593590126,0.26091652522758835
farthest_package_first_MPA,30,2,500,13895,149808.1308297958,0.1812042701211467
farthest_package_first_MPA,31,2,500,13999,152744.9796513733,0.18344167440531467
farthest_package_first_MPA,32,2,500,15119,164393.70275910644,0.1827722292038715
farthest_package_first_MPA,33,2,500,14871,159172.24398114393,0.1799251339295721
farthest_package_first_MPA,34,2,500,15244,155218.1012105959,0.1712477040146943
farthest_package_first_MPA,35,2,500,14570,149816.42465340684,0.1730267673301304
farthest_package_first_MPA,36,2,500,14370,155415.60461826262,0.18186035722570168
farthest_package_first_MPA,37,2,500,14710,150523.31418237515,0.1718898708361659
farthest_package_first_MPA,38,2,500,14599,153969.49067751822,0.17730666484005753
farthest_package_first_MPA,39,2,500,14713,156554.39732314897,0.17887808967126578
farthest_package_first_MPA,0,3,50,2095,28315.180194350978,0.22673031026252982
farthest_package_first_MPA,1,3,50,1997,28152.66529774847,0.23618761475546654
farthest_package_first_MPA,2,3,50,1720,30114.569160134866,0.2929263565891473
farthest_package_first_MPA,3,3,50,1723,34247.90665956281,0.332849680789321
farthest_package_first_MPA,4,3,50,1849,31468.687623980375,0.28492879033711915
farthest_package_first_MPA,5,3,50,2162,32426.028846136618,0.25131051495528833
farthest_package_first_MPA,6,3,50,1653,27493.118602972634,0.2792901794716677
farthest_package_first_MPA,7,3,50,1986,32566.93880096613,0.27416918429003023
farthest_package_first_MPA,8,3,50,1532,24392.179985635412,0.26708006962576153
farthest_package_first_MPA,9,3,50,1892,26818.253238524194,0.23749119097956306
farthest_package_first_MPA,10,3,100,3343,52564.81613025261,0.26378502343204707
farthest_package_first_MPA,11,3,100,3183,54953.2048305363,0.2898209236569274
farthest_package_first_MPA,12,3,100,3305,58641.4567952799,0.297327281896117
farthest_package_first_MPA,13,3,100,3371,51589.03991564752,0.2567981805596757
farthest_package_first_MPA,14,3,100,3400,55162.06953168623,0.27200980392156865
farthest_package_first_MPA,15,3,100,3620,61939.23516742517,0.2871546961325967
farthest_package_first_MPA,16,3,100,3590,52807.08009511815,0.24628597957288764
farthest_package_first_MPA,17,3,100,3401,58896.74089040654,0.29025776732333625
farthest_package_first_MPA,18,3,100,3503,52947.68565807963,0.2538300504329622
farthest_package_first_MPA,19,3,100,3324,54351.94019876214,0.2743180906538307
farthest_package_first_MPA,20,3,200,5967,74976.19708453739,0.21130104463437796
farthest_package_first_MPA,21,3,200,6621,75720.86234070221,0.1923928913054423
farthest_package_first_MPA,22,3,200,6073,70513.85153030982,0.19561995718755146
farthest_package_first_MPA,23,3,200,5900,78983.29042423677,0.22491525423728814
farthest_package_first_MPA,24,3,200,6413,78394.93869333816,0.20552003742398253
farthest_package_first_MPA,25,3,200,6139,79068.62056006839,0.2165119183363197
farthest_package_first_MPA,26,3,200,5831,73833.46959642929,0.21294231978505687
farthest_package_first_MPA,27,3,200,6044,72805.07000862264,0.2027906463710567
farthest_package_first_MPA,28,3,200,5963,76025.31210764463,0.21407009894348483
farthest_package_first_MPA,29,3,200,5664,72375.88324418446,0.2151306497175141
farthest_package_first_MPA,30,3,500,13052,110884.76316267875,0.14384768617836347
farthest_package_first_MPA,31,3,500,12989,113063.8908478484,0.14739394872584494
farthest_package_first_MPA,32,3,500,13900,121162.38172761645,0.1474220623501199
farthest_package_first_MPA,33,3,500,13760,118887.5712165559,0.14605135658914728
farthest_package_first_MPA,34,3,500,13696,113481.04457683378,0.14019908489096572
farthest_package_first_MPA,35,3,500,13423,110502.52211675663,0.13948695025950483
farthest_package_first_MPA,36,3,500,13600,115239.77078150844,0.14325980392156862
farthest_package_first_MPA,37,3,500,13506,112724.796814078,0.14109778370107112
farthest_package_first_MPA,38,3,500,13508,114385.56897240583,0.14335949067219425
farthest_package_first_MPA,39,3,500,13803,115714.39520314141,0.1419256683329711
