strategy,scenario_id,drone_capacity,no_customers,total_time,A,drone_travel_distance,truck_travel_distance,X1,X2,utilization,avg_package_wait_time,avg_customer_wait_time
most_packages_first,6,1,500,24498,24445,257320.43,15682.59,46107,92620,0.67,10793.87,12132.31
most_packages_first,7,1,500,26422,26213,269912.6,18315.05,47979,95904,0.67,10800.05,12506.46
most_packages_first,8,1,500,27620,27412,265092.0,15663.95,47470,94482,0.66,10792.62,12325.18
most_packages_first,9,1,500,24870,24762,262557.79,13478.53,47015,92888,0.66,10873.36,12178.17
most_packages_first,0,2,50,3836,3736,47549.32,2233.95,5298,10831,0.68,1155.71,1273.82
most_packages_first,1,2,50,2929,2776,38239.82,3133.03,4485,9785,0.73,1025.37,1055.52
most_packages_first,2,2,50,3275,3140,46697.47,2658.79,5315,10746,0.67,1103.68,1209.62
most_packages_first,3,2,50,3427,3219,40784.57,3200.72,4751,10157,0.71,1095.53,1216.68
most_packages_first,4,2,50,3206,3119,47335.71,2041.44,5416,10930,0.67,1051.05,1214.96
most_packages_first,5,2,50,3927,3813,41016.27,2969.85,4858,10176,0.7,1154.98,1335.56
most_packages_first,6,2,50,2917,2787,35696.85,3503.56,4100,9534,0.78,1017.19,1060.7
most_packages_first,7,2,50,2958,2778,39120.86,2743.48,4465,9992,0.75,1005.04,1089.54
most_packages_first,8,2,50,2987,2820,42823.7,2663.03,4857,10355,0.71,1041.09,1114.32
most_packages_first,9,2,50,2946,2803,44337.83,2542.88,5055,10512,0.69,1052.02,1141.82
most_packages_first,0,2,100,8320,8163,96790.32,2819.58,12528,22069,0.59,2638.87,3047.05
most_packages_first,1,2,100,7106,6985,96200.48,2454.88,12306,21652,0.59,2573.67,2782.86
most_packages_first,2,2,100,7618,7448,99755.0,2296.9,12914,22249,0.57,2545.78,2830.21
most_packages_first,3,2,100,8322,8225,106508.95,2233.15,13503,22919,0.57,2864.71,3183.74
most_packages_first,4,2,100,6162,5998,89875.94,2528.52,11822,21143,0.6,2386.51,2683.5
most_packages_first,5,2,100,7381,7232,95301.05,2266.43,12599,21673,0.57,2535.58,2831.87
most_packages_first,6,2,100,7293,7131,95423.73,2549.5,12416,21567,0.58,2494.18,2738.45
most_packages_first,7,2,100,8673,8558,108053.54,2594.73,13685,23302,0.57,2785.5,3312.3
most_packages_first,8,2,100,7334,7226,99305.03,2372.76,12663,22188,0.58,2582.62,2902.55
most_packages_first,9,2,100,7431,7309,110123.38,2448.34,13806,23158,0.56,2733.96,3009.28
most_packages_first,0,2,200,10170,9972,127198.61,5999.93,19445,37126,0.64,4201.47,4587.38
most_packages_first,1,2,200,10587,10424,131430.75,6046.0,19851,37430,0.63,4266.23,4640.9
most_packages_first,2,2,200,12572,12390,147339.37,7930.82,21553,39640,0.61,4581.56,5134.62
most_packages_first,3,2,200,10271,10071,129279.78,6249.16,19722,37105,0.63,4363.45,4642.53
most_packages_first,4,2,200,10282,10113,124896.42,7774.38,19110,36896,0.64,4196.03,4540.53
most_packages_first,5,2,200,10766,10634,130235.77,8122.67,19265,36850,0.64,4416.71,4579.6
most_packages_first,6,2,200,11707,11525,140883.69,7538.59,20807,38741,0.62,4535.2,5007.95
most_packages_first,7,2,200,10479,10326,127715.1,8007.92,19400,36938,0.63,4383.55,4691.46
most_packages_first,8,2,200,11470,11292,138690.61,6273.36,20752,38406,0.62,4551.51,4923.02
most_packages_first,9,2,200,11931,11760,127774.29,6305.84,19414,36709,0.63,4510.06,4707.47
most_packages_first,0,2,500,20838,20708,200286.19,19117.63,38119,81259,0.71,9010.91,9670.29
most_packages_first,1,2,500,20843,20729,205114.56,13407.91,39221,81837,0.7,9019.16,9737.74
most_packages_first,2,2,500,20423,20287,201488.0,15309.31,38104,80203,0.7,9182.18,9389.66
most_packages_first,3,2,500,20771,20629,195749.62,17744.26,37388,79836,0.71,9019.24,9389.46
most_packages_first,4,2,500,21645,21501,204410.75,16885.28,38797,81793,0.7,9255.4,9875.13
most_packages_first,5,2,500,20997,20786,191740.61,12725.28,37766,79902,0.71,8860.83,9220.98
most_packages_first,6,2,500,21012,20957,199338.05,15682.59,38148,80923,0.71,9120.18,9652.77
most_packages_first,7,2,500,21780,21578,209186.49,18315.05,39010,82128,0.7,9265.89,9870.14
most_packages_first,8,2,500,22973,22765,206943.41,15663.95,39185,82048,0.7,9260.4,9828.45
most_packages_first,9,2,500,20584,20486,204061.75,13478.53,38824,81018,0.7,9208.55,9695.83
most_packages_first,0,3,50,3051,2897,36163.38,2233.95,4171,9579,0.77,975.68,1022.72
most_packages_first,1,3,50,2453,2300,31844.62,3133.03,3651,9269,0.85,908.06,939.12
most_packages_first,2,3,50,2700,2523,34250.68,2658.79,3960,9389,0.79,901.46,972.78
most_packages_first,3,3,50,2985,2756,33413.62,3200.72,4300,9425,0.73,912.91,999.22
most_packages_first,4,3,50,2901,2752,36851.48,2041.44,4581,9765,0.71,875.36,986.1
most_packages_first,5,3,50,3692,3535,37036.74,2969.85,4755,9785,0.69,1019.75,1119.12
most_packages_first,6,3,50,2653,2472,31299.1,3503.56,3724,9216,0.82,918.17,962.0
most_packages_first,7,3,50,2701,2521,31855.7,2743.48,3947,9265,0.78,878.05,944.32
most_packages_first,8,3,50,2706,2542,34902.58,2663.03,4315,9450,0.73,923.7,944.04
most_packages_first,9,3,50,2535,2393,34569.03,2542.88,3916,9421,0.8,898.47,942.54
most_packages_first,0,3,100,7453,7354,81681.54,2819.58,10935,20324,0.62,2194.56,2451.65
most_packages_first,1,3,100,6425,6262,76313.83,2454.88,10201,19673,0.64,2172.65,2303.43
most_packages_first,2,3,100,6511,6341,83516.99,2296.9,11328,20271,0.6,2045.54,2186.85
most_packages_first,3,3,100,7232,7073,85867.25,2233.15,11226,20504,0.61,2233.07,2368.07
most_packages_first,4,3,100,5216,5012,71936.95,2528.52,9955,19237,0.64,1901.6,2094.58
most_packages_first,5,3,100,6393,6243,80964.73,2266.43,10987,20131,0.61,1940.43,2132.11
most_packages_first,6,3,100,6128,5949,78529.78,2549.5,10437,19891,0.64,2026.21,2180.43
most_packages_first,7,3,100,7518,7402,93279.59,2594.73,11961,21709,0.6,2184.04,2584.35
most_packages_first,8,3,100,6348,6190,79706.04,2372.76,10765,19880,0.62,2076.61,2247.35
most_packages_first,9,3,100,6447,6329,97019.25,2448.34,12537,21733,0.58,2259.5,2435.61
most_packages_first,0,3,200,9121,8939,106799.03,5999.93,17157,34629,0.67,3743.54,3836.02
most_packages_first,1,3,200,9926,9744,116467.95,6046.0,18269,35591,0.65,3919.85,4127.23
most_packages_first,2,3,200,10991,10809,118168.39,7930.82,18224,35789,0.65,3897.03,4142.58
most_packages_first,3,3,200,9308,9126,105959.14,6249.16,17309,34554,0.67,3690.68,3854.24
most_packages_first,4,3,200,8957,8811,105947.97,7774.38,16939,34661,0.68,3667.84,3876.45
most_packages_first,5,3,200,9877,9701,107287.83,8122.67,17151,34687,0.67,3780.13,3890.5
most_packages_first,6,3,200,10430,10248,118693.82,7538.59,18340,35941,0.65,3908.29,4155.19
most_packages_first,7,3,200,9517,9375,108974.95,8007.92,17266,34841,0.67,3924.86,4037.26
most_packages_first,8,3,200,9823,9655,115660.1,6273.36,18088,35400,0.65,3953.58,4130.73
most_packages_first,9,3,200,11254,11066,113291.93,6305.84,17998,35153,0.65,4029.96,4126.18
most_packages_first,0,3,500,18848,18705,168322.63,19117.63,34580,76792,0.74,8315.93,8480.55
most_packages_first,1,3,500,19046,18932,177320.16,13407.91,35913,77896,0.72,8300.93,8718.48
most_packages_first,2,3,500,19226,19101,178417.13,15309.31,35684,77441,0.72,8546.89,8576.4
most_packages_first,3,3,500,19053,18927,167031.65,17744.26,34261,76529,0.74,8289.2,8422.48
most_packages_first,4,3,500,20388,20235,173053.73,16885.28,35107,77378,0.73,8628.22,8758.51
most_packages_first,5,3,500,19351,19140,165228.26,12725.28,34677,76223,0.73,8443.93,8352.13
most_packages_first,6,3,500,19214,19172,169193.32,15682.59,34706,76756,0.74,8323.24,8567.32
most_packages_first,7,3,500,19813,19618,169494.61,18315.05,34487,76649,0.74,8487.36,8609.06
most_packages_first,8,3,500,20838,20630,175992.91,15663.95,35676,77906,0.73,8482.59,8705.17
most_packages_first,9,3,500,18675,18570,173653.14,13478.53,35630,77421,0.72,8572.34,8687.01
farthest_package_first_MPA,0,1,50,4916,4790,66252.5,2233.95,7626,13292,0.58,1649.02,1846.9
farthest_package_first_MPA,1,1,50,4152,4006,55925.49,3133.03,6146,11784,0.64,1610.96,1675.4
farthest_package_first_MPA,2,1,50,4192,4037,65663.17,2658.79,7247,13230,0.61,1569.66,1758.02
farthest_package_first_MPA,3,1,50,4400,4262,61247.71,3200.72,6904,12906,0.62,1494.61,1703.86
farthest_package_first_MPA,4,1,50,4115,4029,64734.47,2041.44,7206,13494,0.62,1396.88,1648.32
farthest_package_first_MPA,5,1,50,5511,5373,59710.91,2969.85,6831,13108,0.64,1494.22,1793.06
farthest_package_first_MPA,6,1,50,4103,3933,53330.76,3503.56,6072,11646,0.64,1461.19,1548.86
farthest_package_first_MPA,7,1,50,4037,3925,59409.24,2743.48,6677,12486,0.62,1459.25,1605.18
farthest_package_first_MPA,8,1,50,4236,4103,61207.12,2663.03,6816,12542,0.61,1606.83,1735.38
farthest_package_first_MPA,9,1,50,3988,3890,63324.31,2542.88,7078,12880,0.61,1505.22,1655.74
farthest_package_first_MPA,0,1,100,10514,10407,129044.15,2819.58,16304,26834,0.55,3624.71,4240.91
farthest_package_first_MPA,1,1,100,9476,9359,128806.1,2454.88,15969,25852,0.54,3880.74,4230.01
farthest_package_first_MPA,2,1,100,8981,8890,123540.97,2296.9,15485,25692,0.55,3468.61,3884.84
farthest_package_first_MPA,3,1,100,9847,9719,131449.62,2233.15,16436,26484,0.54,3576.32,4005.48
farthest_package_first_MPA,4,1,100,8060,7956,120311.36,2528.52,15273,25604,0.56,3357.98,3828.1
farthest_package_first_MPA,5,1,100,9074,8980,120950.98,2266.43,15401,25538,0.55,3448.3,3896.58
farthest_package_first_MPA,6,1,100,8711,8611,123031.25,2549.5,15433,25504,0.55,3590.12,3985.03
farthest_package_first_MPA,7,1,100,10477,10406,136409.72,2594.73,17159,28034,0.54,3455.93,4181.67
farthest_package_first_MPA,8,1,100,9287,9195,126907.09,2372.76,16123,26244,0.54,3257.86,3713.96
farthest_package_first_MPA,9,1,100,8965,8843,136666.06,2448.34,16891,26880,0.53,3651.68,4053.37
farthest_package_first_MPA,0,1,200,12258,12133,160884.14,5999.93,23652,42974,0.61,5167.25,5838.99
farthest_package_first_MPA,1,1,200,12673,12518,163551.29,6046.0,23921,42998,0.6,5341.04,5981.96
farthest_package_first_MPA,2,1,200,15109,14971,185397.02,7930.82,26357,46648,0.59,5406.11,6379.2
farthest_package_first_MPA,3,1,200,12573,12394,165905.68,6249.16,24061,42652,0.59,5414.49,5928.86
farthest_package_first_MPA,4,1,200,12510,12364,160651.56,7774.38,23363,42706,0.61,5199.05,5822.94
farthest_package_first_MPA,5,1,200,12557,12401,163493.74,8122.67,23254,41946,0.6,5533.37,5948.37
farthest_package_first_MPA,6,1,200,14235,14092,176138.37,7538.59,25257,44872,0.59,5539.84,6343.11
farthest_package_first_MPA,7,1,200,13169,13027,167396.41,8007.92,24255,43980,0.6,5176.31,5926.88
farthest_package_first_MPA,8,1,200,13909,13756,173948.71,6273.36,25196,44540,0.59,5352.0,6101.28
farthest_package_first_MPA,9,1,200,14761,14610,164007.92,6305.84,23615,42332,0.6,5635.43,6142.61
farthest_package_first_MPA,0,1,500,25337,25226,263765.25,19117.63,46959,94708,0.67,10405.91,11945.98
farthest_package_first_MPA,1,1,500,24993,24887,257235.88,13407.91,46428,92826,0.67,10552.44,11903.15
farthest_package_first_MPA,2,1,500,23779,23666,256795.46,15309.31,45046,89850,0.66,10556.42,11379.82
farthest_package_first_MPA,3,1,500,24760,24639,256433.98,17744.26,45159,90974,0.67,10560.65,11595.59
farthest_package_first_MPA,4,1,500,26110,25969,264639.14,16885.28,47092,94320,0.67,10589.64,12072.18
farthest_package_first_MPA,5,1,500,25340,25159,252715.82,12725.28,45742,91772,0.67,10006.02,11186.73
farthest_package_first_MPA,6,1,500,24472,24443,257320.43,15682.59,45914,92620,0.67,10563.44,11873.3
farthest_package_first_MPA,7,1,500,26342,26147,269912.6,18315.05,47829,95904,0.67,10389.21,12030.7
farthest_package_first_MPA,8,1,500,27472,27287,265092.0,15663.95,47251,94482,0.67,10454.81,11939.4
farthest_package_first_MPA,9,1,500,24774,24694,262557.79,13478.53,46901,92888,0.66,10572.21,11840.88
farthest_package_first_MPA,0,2,50,3738,3658,48003.98,2233.95,5572,11475,0.69,1316.93,1474.96
farthest_package_first_MPA,1,2,50,3046,2915,37402.45,3133.03,4147,9939,0.8,1155.81,1202.04
farthest_package_first_MPA,2,2,50,3121,3027,47278.52,2658.79,5332,11403,0.71,1226.95,1374.18
farthest_package_first_MPA,3,2,50,3389,3251,43311.75,3200.72,5064,11121,0.73,1232.25,1404.76
farthest_package_first_MPA,4,2,50,3160,3080,48809.39,2041.44,5768,11908,0.69,1072.64,1265.72
farthest_package_first_MPA,5,2,50,4452,4263,46469.47,2969.85,5733,11795,0.69,1221.82,1466.18
farthest_package_first_MPA,6,2,50,3080,2950,36819.17,3503.56,4242,10001,0.79,1201.19,1273.26
farthest_package_first_MPA,7,2,50,2755,2644,38447.84,2743.48,4365,10401,0.79,1055.93,1161.52
farthest_package_first_MPA,8,2,50,3078,2976,43261.2,2663.03,4740,10758,0.76,1166.44,1259.76
farthest_package_first_MPA,9,2,50,2672,2588,42590.55,2542.88,4699,10816,0.77,1074.24,1181.66
farthest_package_first_MPA,0,2,100,8609,8502,98481.73,2819.58,12972,23787,0.61,2870.62,3358.63
farthest_package_first_MPA,1,2,100,7528,7450,98304.57,2454.88,12691,22812,0.6,3123.05,3404.12
farthest_package_first_MPA,2,2,100,7589,7475,95879.97,2296.9,12472,22940,0.61,2655.46,2974.12
farthest_package_first_MPA,3,2,100,7996,7827,102739.2,2233.15,13304,23623,0.59,2937.77,3290.3
farthest_package_first_MPA,4,2,100,6660,6532,92468.72,2528.52,12243,22831,0.62,2564.64,2923.69
farthest_package_first_MPA,5,2,100,7517,7404,93781.49,2266.43,12395,22835,0.61,2901.95,3279.2
farthest_package_first_MPA,6,2,100,7391,7267,100040.7,2549.5,12872,23213,0.6,3042.96,3377.69
farthest_package_first_MPA,7,2,100,8817,8746,108770.26,2594.73,14228,25281,0.59,2999.19,3629.02
farthest_package_first_MPA,8,2,100,7946,7809,99568.28,2372.76,13003,23520,0.6,2706.89,3085.86
farthest_package_first_MPA,9,2,100,7653,7531,105803.51,2448.34,13503,23805,0.59,3064.5,3401.6
farthest_package_first_MPA,0,2,200,10728,10593,131477.29,5999.93,20516,40054,0.65,4343.27,4907.9
farthest_package_first_MPA,1,2,200,10998,10858,130939.9,6046.0,20447,39762,0.65,4444.81,4978.19
farthest_package_first_MPA,2,2,200,13520,13362,152880.64,7930.82,22985,43416,0.63,4567.13,5389.22
farthest_package_first_MPA,3,2,200,10834,10690,133059.13,6249.16,20465,39386,0.64,4652.74,5094.76
farthest_package_first_MPA,4,2,200,10729,10563,130301.01,7774.38,20221,39692,0.65,4449.58,4983.53
farthest_package_first_MPA,5,2,200,10970,10837,132668.36,8122.67,20032,38887,0.65,4710.23,5063.49
farthest_package_first_MPA,6,2,200,12466,12297,144214.64,7538.59,21856,41701,0.64,4767.39,5458.66
farthest_package_first_MPA,7,2,200,11180,11027,133979.79,8007.92,20714,40666,0.65,4495.23,5147.03
farthest_package_first_MPA,8,2,200,12137,11973,140527.25,6273.36,21657,41222,0.63,4620.96,5267.9
farthest_package_first_MPA,9,2,200,12880,12744,129101.65,6305.84,20009,38870,0.65,4745.94,5173.08
farthest_package_first_MPA,0,2,500,22463,22352,207239.91,19117.63,41044,89113,0.72,9077.3,10420.74
farthest_package_first_MPA,1,2,500,22516,22396,213315.0,13407.91,41761,88485,0.71,9390.27,10592.23
farthest_package_first_MPA,2,2,500,20861,20760,200601.47,15309.31,39217,84292,0.72,9015.7,9718.93
farthest_package_first_MPA,3,2,500,21681,21560,200420.43,17744.26,39360,85440,0.72,9112.63,10005.67
farthest_package_first_MPA,4,2,500,22909,22767,209240.59,16885.28,41335,88847,0.72,9200.85,10488.97
farthest_package_first_MPA,5,2,500,22807,22626,204352.96,12725.28,40706,87007,0.71,8874.65,9921.86
farthest_package_first_MPA,6,2,500,21689,21660,200593.82,15682.59,40093,87020,0.72,9219.25,10362.44
farthest_package_first_MPA,7,2,500,23366,23170,218836.88,18315.05,42429,90847,0.71,9240.66,10700.68
farthest_package_first_MPA,8,2,500,24709,24525,214896.77,15663.95,42033,89518,0.71,9254.88,10569.08
farthest_package_first_MPA,9,2,500,21816,21736,209890.07,13478.53,41307,87684,0.71,9280.38,10394.03
farthest_package_first_MPA,0,3,50,2560,2465,32828.09,2233.95,3892,9487,0.81,1028.52,1059.36
farthest_package_first_MPA,1,3,50,2250,2119,28010.12,3133.03,3438,8886,0.86,967.42,988.72
farthest_package_first_MPA,2,3,50,2429,2334,35537.62,2658.79,4118,10115,0.82,955.54,1052.84
farthest_package_first_MPA,3,3,50,2613,2478,31521.87,3200.72,3587,9587,0.89,990.28,1079.48
farthest_package_first_MPA,4,3,50,2440,2376,35208.01,2041.44,4138,10200,0.82,1027.68,1110.96
farthest_package_first_MPA,5,3,50,3487,3403,36152.84,2969.85,4586,10411,0.76,1277.43,1443.4
farthest_package_first_MPA,6,3,50,2511,2381,28550.15,3503.56,3704,9063,0.82,1015.6,1046.9
farthest_package_first_MPA,7,3,50,2079,1976,28627.56,2743.48,3411,9070,0.89,905.55,938.32
farthest_package_first_MPA,8,3,50,2363,2261,32613.64,2663.03,3726,9459,0.85,996.65,1018.08
farthest_package_first_MPA,9,3,50,2073,1972,33961.97,2542.88,3805,9597,0.84,993.58,1015.38
farthest_package_first_MPA,0,3,100,7171,7086,80180.92,2819.58,10818,20890,0.64,2778.79,2939.74
farthest_package_first_MPA,1,3,100,6467,6389,78328.79,2454.88,10407,20230,0.65,2642.13,2746.17
farthest_package_first_MPA,2,3,100,6025,5951,76952.74,2296.9,10366,20454,0.66,2492.39,2590.11
farthest_package_first_MPA,3,3,100,6705,6625,85058.15,2233.15,11316,21262,0.63,2876.08,3093.18
farthest_package_first_MPA,4,3,100,5439,5335,74051.89,2528.52,10074,20163,0.67,2468.8,2532.09
farthest_package_first_MPA,5,3,100,6035,5970,73677.62,2266.43,10014,20119,0.67,2550.42,2703.74
farthest_package_first_MPA,6,3,100,5983,5883,76664.03,2549.5,10236,20056,0.65,2596.83,2603.52
farthest_package_first_MPA,7,3,100,7464,7393,87817.94,2594.73,11871,22361,0.63,2730.17,3065.86
farthest_package_first_MPA,8,3,100,6213,6129,77602.17,2372.76,10489,20261,0.64,2621.73,2716.44
farthest_package_first_MPA,9,3,100,6569,6476,85634.02,2448.34,11383,21317,0.62,2480.11,2688.24
farthest_package_first_MPA,0,3,200,9383,9258,110263.36,5999.93,17945,36636,0.68,4014.77,4263.34
farthest_package_first_MPA,1,3,200,9673,9531,109931.01,6046.0,17851,36250,0.68,4000.01,4245.78
farthest_package_first_MPA,2,3,200,11530,11392,125439.71,7930.82,19569,38777,0.66,4360.27,4729.9
farthest_package_first_MPA,3,3,200,9490,9346,107619.9,6249.16,17485,35787,0.68,3991.31,4204.18
farthest_package_first_MPA,4,3,200,9345,9213,107795.06,7774.38,17530,36388,0.69,4064.62,4328.73
farthest_package_first_MPA,5,3,200,9286,9154,103908.75,8122.67,16639,34586,0.69,3983.7,4030.18
farthest_package_first_MPA,6,3,200,10676,10544,120295.17,7538.59,18740,37645,0.67,4351.69,4606.44
farthest_package_first_MPA,7,3,200,9032,8898,101040.46,8007.92,16497,34640,0.7,4005.45,4090.39
farthest_package_first_MPA,8,3,200,10617,10478,122563.02,6273.36,19079,37398,0.65,4561.12,4717.4
farthest_package_first_MPA,9,3,200,10642,10506,104715.49,6305.84,16861,34537,0.68,4158.29,4164.2
farthest_package_first_MPA,0,3,500,19509,19403,161838.26,19117.63,35102,80322,0.76,8206.22,8813.14
farthest_package_first_MPA,1,3,500,20058,19952,182103.43,13407.91,37594,82415,0.73,8801.41,9514.21
farthest_package_first_MPA,2,3,500,18619,18518,164077.86,15309.31,34375,76980,0.75,8365.67,8434.83
farthest_package_first_MPA,3,3,500,19146,19035,164296.48,17744.26,34653,78649,0.76,8427.45,8759.11
farthest_package_first_MPA,4,3,500,20169,20031,171408.18,16885.28,36225,81050,0.75,8610.89,9146.77
farthest_package_first_MPA,5,3,500,20113,19934,164506.63,12725.28,35431,79124,0.74,8323.91,8633.29
farthest_package_first_MPA,6,3,500,19219,19194,166754.32,15682.59,35444,79849,0.75,8657.5,9109.05
farthest_package_first_MPA,7,3,500,20205,20029,170704.72,18315.05,35808,80823,0.75,8578.01,9093.66
farthest_package_first_MPA,8,3,500,21239,21055,170061.54,15663.95,36190,81253,0.75,8643.45,9182.28
farthest_package_first_MPA,9,3,500,18789,18681,171578.23,13478.53,35775,79120,0.74,8706.89,8994.29
