strategy,scenario_id,drone_capacity,no_customers,total_time,A,drone_travel_distance,truck_travel_distance,X1,X2,utilization,avg_package_wait_time,avg_customer_wait_time
most_packages_first,8,1,500,18781,18573,265092.0,15663.95,32299,94482,0.98,7761.77,8863.94
most_packages_first,9,1,500,17162,17054,262557.79,13478.53,31793,92888,0.97,7694.25,8617.56
most_packages_first,0,2,50,2289,2150,39945.5,2233.95,3533,10075,0.95,939.5,1031.66
most_packages_first,1,2,50,2183,2030,33600.0,3133.03,3429,9322,0.91,943.04,969.9
most_packages_first,2,2,50,2054,1945,38158.23,2658.79,3494,9897,0.94,939.25,1025.46
most_packages_first,3,2,50,2261,2114,35836.62,3200.72,3440,9662,0.94,967.02,1070.18
most_packages_first,4,2,50,2100,1958,39775.51,2041.44,3666,10178,0.93,884.51,1018.44
most_packages_first,5,2,50,2399,2297,35692.14,2969.85,3330,9645,0.97,933.43,1069.7
most_packages_first,6,2,50,2114,1933,33348.43,3503.56,3297,9301,0.94,940.06,978.94
most_packages_first,7,2,50,2127,1926,34191.38,2743.48,3455,9500,0.92,908.25,983.08
most_packages_first,8,2,50,1982,1851,38191.03,2663.03,3468,9897,0.95,921.94,985.64
most_packages_first,9,2,50,1991,1866,38030.44,2542.88,3515,9885,0.94,916.04,992.24
most_packages_first,0,2,100,4376,4215,74734.59,2819.58,6817,19876,0.97,1703.06,1952.15
most_packages_first,1,2,100,4177,3996,74142.75,2454.88,6844,19459,0.95,1690.15,1819.82
most_packages_first,2,2,100,3924,3798,70602.81,2296.9,6971,19350,0.93,1654.41,1831.88
most_packages_first,3,2,100,4104,3972,75233.89,2233.15,6894,19808,0.96,1737.01,1920.71
most_packages_first,4,2,100,3489,3352,68071.11,2528.52,6397,18974,0.99,1586.19,1771.14
most_packages_first,5,2,100,3859,3773,69707.68,2266.43,6655,19128,0.96,1646.68,1827.42
most_packages_first,6,2,100,3769,3606,71944.64,2549.5,6689,19233,0.96,1613.22,1760.58
most_packages_first,7,2,100,4250,4087,77413.48,2594.73,7000,20255,0.96,1700.01,1998.86
most_packages_first,8,2,100,3797,3686,71724.3,2372.76,6898,19444,0.94,1670.68,1862.94
most_packages_first,9,2,100,3716,3525,78098.27,2448.34,7030,19973,0.95,1698.59,1860.01
most_packages_first,0,2,200,6195,6009,93157.74,5999.93,11636,33754,0.97,2867.12,3120.54
most_packages_first,1,2,200,6383,6188,94292.75,6046.0,11601,33745,0.97,2888.0,3131.04
most_packages_first,2,2,200,7069,6894,103233.33,7930.82,12071,35254,0.97,3046.66,3401.51
most_packages_first,3,2,200,6336,6158,94652.32,6249.16,11717,33670,0.96,3002.05,3187.81
most_packages_first,4,2,200,6751,6589,92670.91,7774.38,11688,33702,0.96,2976.04,3216.18
most_packages_first,5,2,200,6325,6140,94803.71,8122.67,11538,33335,0.96,3076.0,3177.78
most_packages_first,6,2,200,6698,6521,101589.35,7538.59,12332,34843,0.94,3106.99,3426.1
most_packages_first,7,2,200,6544,6361,95550.43,8007.92,11776,33747,0.96,3040.08,3246.57
most_packages_first,8,2,200,6587,6412,98390.82,6273.36,12064,34407,0.95,3091.49,3328.32
most_packages_first,9,2,200,6954,6779,94175.96,6305.84,11613,33376,0.96,3042.61,3173.54
most_packages_first,0,2,500,14653,14527,151375.93,19117.63,26613,76427,0.96,6917.16,7413.5
most_packages_first,1,2,500,14326,14193,148393.5,13407.91,26608,76234,0.96,6696.12,7218.36
most_packages_first,2,2,500,13980,13836,148135.49,15309.31,25909,74924,0.96,6847.74,6993.32
most_packages_first,3,2,500,14872,14739,147036.82,17744.26,26162,75034,0.96,6909.1,7182.96
most_packages_first,4,2,500,14890,14737,152520.23,16885.28,26801,76667,0.95,6790.05,7245.88
most_packages_first,5,2,500,14470,14261,146231.7,12725.28,26228,75415,0.96,6717.82,6985.75
most_packages_first,6,2,500,14217,14160,148299.71,15682.59,26346,75876,0.96,6764.0,7158.49
most_packages_first,7,2,500,15016,14812,154560.34,18315.05,26577,76739,0.96,6754.82,7186.09
most_packages_first,8,2,500,15359,15152,152859.58,15663.95,26519,76696,0.96,6820.71,7235.26
most_packages_first,9,2,500,14038,13947,151297.15,13478.53,26166,75817,0.97,6670.44,7013.43
most_packages_first,0,3,50,2088,2008,30921.82,2233.95,3326,9178,0.92,865.36,923.26
most_packages_first,1,3,50,2132,1979,29016.22,3133.03,3463,8869,0.85,910.48,910.64
most_packages_first,2,3,50,2227,2118,29944.98,2658.79,3487,8962,0.86,859.12,925.36
most_packages_first,3,3,50,2170,1930,29748.91,3200.72,3340,9059,0.9,869.81,950.08
most_packages_first,4,3,50,2249,2100,31511.88,2041.44,3553,9233,0.87,801.73,899.22
most_packages_first,5,3,50,2157,2037,28973.88,2969.85,3220,8980,0.93,856.48,927.52
most_packages_first,6,3,50,2054,1872,27131.29,3503.56,3125,8800,0.94,869.57,910.48
most_packages_first,7,3,50,2201,2060,28586.88,2743.48,3512,8941,0.85,841.95,904.6
most_packages_first,8,3,50,2054,1894,31091.81,2663.03,3408,9073,0.89,865.83,892.3
most_packages_first,9,3,50,1950,1808,30069.23,2542.88,3331,8975,0.9,854.29,893.94
most_packages_first,0,3,100,4189,4021,57575.93,2819.58,6457,18046,0.93,1530.13,1725.86
most_packages_first,1,3,100,3698,3565,58101.76,2454.88,6207,17983,0.97,1564.03,1670.67
most_packages_first,2,3,100,3472,3302,54807.12,2296.9,6156,17534,0.95,1480.83,1590.21
most_packages_first,3,3,100,3900,3741,57381.44,2233.15,6489,17793,0.91,1536.71,1650.2
most_packages_first,4,3,100,3228,3108,51689.65,2528.52,6081,17342,0.95,1457.86,1604.85
most_packages_first,5,3,100,3461,3350,51456.1,2266.43,5895,17194,0.97,1458.01,1586.97
most_packages_first,6,3,100,3685,3528,53891.43,2549.5,6419,17440,0.91,1515.47,1614.83
most_packages_first,7,3,100,3758,3650,58786.68,2594.73,6440,18284,0.95,1486.31,1740.09
most_packages_first,8,3,100,3429,3306,54251.6,2372.76,6080,17706,0.97,1480.7,1649.54
most_packages_first,9,3,100,3500,3323,59595.34,2448.34,6346,18129,0.95,1508.64,1645.7
most_packages_first,0,3,200,5809,5659,70550.78,5999.93,10839,31039,0.95,2844.01,2899.76
most_packages_first,1,3,200,5989,5825,72608.26,6046.0,10911,31250,0.95,2778.62,2913.71
most_packages_first,2,3,200,6752,6581,79129.63,7930.82,11139,32149,0.96,2908.45,3092.72
most_packages_first,3,3,200,5997,5811,71994.68,6249.16,11167,31181,0.93,2841.21,2942.65
most_packages_first,4,3,200,6189,5999,70245.12,7774.38,11018,31002,0.94,2848.11,2978.14
most_packages_first,5,3,200,6035,5871,72700.14,8122.67,11018,31258,0.95,2892.12,2972.08
most_packages_first,6,3,200,6222,6039,75877.99,7538.59,11253,31688,0.94,2923.11,3108.2
most_packages_first,7,3,200,6114,5946,73316.9,8007.92,10906,31308,0.96,2916.24,2990.43
most_packages_first,8,3,200,5930,5746,75199.94,6273.36,10857,31386,0.96,2830.48,2930.05
most_packages_first,9,3,200,6655,6470,71592.43,6305.84,11143,31376,0.94,2841.79,2967.53
most_packages_first,0,3,500,13765,13636,116239.8,19117.63,25101,72128,0.96,6826.35,7008.16
most_packages_first,1,3,500,13723,13591,114500.59,13407.91,25152,71816,0.95,6476.16,6792.85
most_packages_first,2,3,500,13561,13401,114027.16,15309.31,24853,71434,0.96,6604.83,6664.67
most_packages_first,3,3,500,14418,14293,113336.82,17744.26,25342,71706,0.94,6715.02,6868.12
most_packages_first,4,3,500,14281,14113,117532.09,16885.28,25229,72248,0.95,6696.41,6852.64
most_packages_first,5,3,500,13484,13269,111921.35,12725.28,24982,71556,0.95,6697.92,6712.06
most_packages_first,6,3,500,13752,13700,113003.27,15682.59,25257,71798,0.95,6536.01,6807.89
most_packages_first,7,3,500,14185,13987,116352.55,18315.05,25207,71651,0.95,6666.5,6762.45
most_packages_first,8,3,500,14904,14690,116517.3,15663.95,25262,72631,0.96,6612.35,6853.54
most_packages_first,9,3,500,13512,13429,115177.86,13478.53,25285,72135,0.95,6666.5,6801.76
farthest_package_first_MPA,0,1,50,2826,2731,66252.5,2233.95,4521,13292,0.98,1301.36,1457.52
farthest_package_first_MPA,1,1,50,2664,2533,55925.49,3133.03,4062,11784,0.97,1250.52,1300.54
farthest_package_first_MPA,2,1,50,2547,2453,65663.17,2658.79,4495,13230,0.98,1257.14,1408.0
farthest_package_first_MPA,3,1,50,2970,2839,61247.71,3200.72,4500,12906,0.96,1284.96,1464.86
farthest_package_first_MPA,4,1,50,2600,2525,64734.47,2041.44,4580,13494,0.98,1223.41,1443.62
farthest_package_first_MPA,5,1,50,3155,3071,59710.91,2969.85,4521,13108,0.97,1301.83,1562.2
farthest_package_first_MPA,6,1,50,2654,2524,53330.76,3503.56,4077,11646,0.95,1243.42,1318.02
farthest_package_first_MPA,7,1,50,2515,2404,59409.24,2743.48,4301,12486,0.97,1211.67,1332.84
farthest_package_first_MPA,8,1,50,2547,2445,61207.12,2663.03,4339,12542,0.96,1213.26,1310.32
farthest_package_first_MPA,9,1,50,2380,2293,63324.31,2542.88,4413,12880,0.97,1241.0,1365.1
farthest_package_first_MPA,0,1,100,5626,5547,129044.15,2819.58,8991,26834,0.99,2373.84,2777.39
farthest_package_first_MPA,1,1,100,5142,5062,128806.1,2454.88,8745,25852,0.99,2406.14,2622.69
farthest_package_first_MPA,2,1,100,4992,4916,123540.97,2296.9,8702,25692,0.98,2261.75,2533.16
farthest_package_first_MPA,3,1,100,5206,5119,131449.62,2233.15,8960,26484,0.99,2544.77,2850.14
farthest_package_first_MPA,4,1,100,4724,4620,120311.36,2528.52,8717,25604,0.98,2193.14,2500.18
farthest_package_first_MPA,5,1,100,4972,4903,120950.98,2266.43,8604,25538,0.99,2312.95,2613.63
farthest_package_first_MPA,6,1,100,4859,4762,123031.25,2549.5,8555,25504,0.99,2262.66,2511.55
farthest_package_first_MPA,7,1,100,5713,5642,136409.72,2594.73,9469,28034,0.99,2335.94,2826.49
farthest_package_first_MPA,8,1,100,5181,5097,126907.09,2372.76,8931,26244,0.98,2363.78,2694.71
farthest_package_first_MPA,9,1,100,4856,4763,136666.06,2448.34,9148,26880,0.98,2356.57,2615.79
farthest_package_first_MPA,0,1,200,7760,7635,160884.14,5999.93,14629,42974,0.98,3506.46,3962.3
farthest_package_first_MPA,1,1,200,7981,7841,163551.29,6046.0,14741,42998,0.97,3594.5,4025.84
farthest_package_first_MPA,2,1,200,9061,8923,185397.02,7930.82,15826,46648,0.98,3744.74,4418.8
farthest_package_first_MPA,3,1,200,7708,7569,165905.68,6249.16,14424,42652,0.99,3711.22,4063.79
farthest_package_first_MPA,4,1,200,8038,7900,160651.56,7774.38,14375,42706,0.99,3662.67,4102.19
farthest_package_first_MPA,5,1,200,7821,7689,163493.74,8122.67,14245,41946,0.98,3735.08,4015.22
farthest_package_first_MPA,6,1,200,8486,8354,176138.37,7538.59,15141,44872,0.99,3719.45,4258.77
farthest_package_first_MPA,7,1,200,8206,8072,167396.41,8007.92,15099,43980,0.97,3722.62,4262.4
farthest_package_first_MPA,8,1,200,8342,8205,173948.71,6273.36,15200,44540,0.98,3701.34,4219.52
farthest_package_first_MPA,9,1,200,8866,8728,164007.92,6305.84,14249,42332,0.99,3733.72,4069.76
farthest_package_first_MPA,0,1,500,17554,17444,263765.25,19117.63,32253,94708,0.98,7752.01,8899.31
farthest_package_first_MPA,1,1,500,17332,17226,257235.88,13407.91,31783,92826,0.97,7716.26,8703.94
farthest_package_first_MPA,2,1,500,16313,16203,256795.46,15309.31,30708,89850,0.98,7635.66,8231.24
farthest_package_first_MPA,3,1,500,17371,17265,256433.98,17744.26,30910,90974,0.98,7779.62,8542.02
farthest_package_first_MPA,4,1,500,17917,17777,264639.14,16885.28,32299,94320,0.97,7655.37,8727.12
farthest_package_first_MPA,5,1,500,17237,17059,252715.82,12725.28,31137,91772,0.98,7299.51,8160.85
farthest_package_first_MPA,6,1,500,16656,16578,257320.43,15682.59,31305,92620,0.99,7626.68,8572.39
farthest_package_first_MPA,7,1,500,18061,17885,269912.6,18315.05,32568,95904,0.98,7566.62,8762.15
farthest_package_first_MPA,8,1,500,18599,18415,265092.0,15663.95,32047,94482,0.98,7633.73,8717.72
farthest_package_first_MPA,9,1,500,17072,16996,262557.79,13478.53,31608,92888,0.98,7610.85,8524.15
farthest_package_first_MPA,0,2,50,2402,2307,41173.73,2233.95,3828,10800,0.94,1021.43,1144.0
farthest_package_first_MPA,1,2,50,2354,2222,34094.5,3133.03,3591,9614,0.89,1012.73,1053.24
farthest_package_first_MPA,2,2,50,2073,1979,42864.2,2658.79,3766,10967,0.97,981.32,1099.08
farthest_package_first_MPA,3,2,50,2517,2379,39172.99,3200.72,3914,10712,0.91,1029.51,1173.64
farthest_package_first_MPA,4,2,50,2320,2256,42257.64,2041.44,4094,11261,0.92,978.03,1154.08
farthest_package_first_MPA,5,2,50,2553,2453,38841.93,2969.85,3834,11034,0.96,1033.55,1240.26
farthest_package_first_MPA,6,2,50,2252,2112,33857.91,3503.56,3414,9706,0.95,1026.09,1087.66
farthest_package_first_MPA,7,2,50,2034,1923,35060.09,2743.48,3468,10064,0.97,958.93,1054.82
farthest_package_first_MPA,8,2,50,2104,1990,38396.42,2663.03,3599,10279,0.95,969.93,1047.52
farthest_package_first_MPA,9,2,50,2046,1966,38902.26,2542.88,3750,10449,0.93,994.24,1093.66
farthest_package_first_MPA,0,2,100,4621,4536,77943.49,2819.58,7416,21747,0.98,1817.17,2126.09
farthest_package_first_MPA,1,2,100,4202,4124,74772.32,2454.88,7072,20475,0.97,1833.69,1998.72
farthest_package_first_MPA,2,2,100,4043,3952,73900.63,2296.9,7147,20755,0.97,1739.45,1948.18
farthest_package_first_MPA,3,2,100,4301,4214,80681.05,2233.15,7424,21431,0.96,1956.09,2190.82
farthest_package_first_MPA,4,2,100,3929,3825,71713.24,2528.52,7052,20771,0.98,1698.0,1935.72
farthest_package_first_MPA,5,2,100,4118,4053,72820.97,2266.43,7124,20757,0.97,1781.17,2012.72
farthest_package_first_MPA,6,2,100,3919,3817,72683.23,2549.5,7040,20497,0.97,1743.99,1935.83
farthest_package_first_MPA,7,2,100,4601,4530,85046.03,2594.73,7745,22927,0.99,1784.15,2158.82
farthest_package_first_MPA,8,2,100,4223,4131,75570.31,2372.76,7345,21143,0.96,1826.17,2081.83
farthest_package_first_MPA,9,2,100,3915,3798,81740.7,2448.34,7464,21412,0.96,1798.1,1995.89
farthest_package_first_MPA,0,2,200,6688,6563,97176.38,5999.93,12495,36658,0.98,2938.21,3320.18
farthest_package_first_MPA,1,2,200,6786,6646,96924.85,6046.0,12484,36398,0.97,3005.58,3366.24
farthest_package_first_MPA,2,2,200,7591,7453,110467.3,7930.82,13300,39203,0.98,3097.34,3654.86
farthest_package_first_MPA,3,2,200,6584,6440,97078.72,6249.16,12264,35825,0.97,3107.4,3402.6
farthest_package_first_MPA,4,2,200,6907,6767,96175.8,7774.38,12375,36316,0.98,3097.12,3468.78
farthest_package_first_MPA,5,2,200,6627,6495,96249.76,8122.67,11971,35269,0.98,3122.6,3356.79
farthest_package_first_MPA,6,2,200,7196,7053,104881.5,7538.59,12910,37795,0.98,3099.71,3549.16
farthest_package_first_MPA,7,2,200,7063,6922,101073.4,8007.92,12910,37411,0.97,3115.2,3566.9
farthest_package_first_MPA,8,2,200,7090,6953,103826.83,6273.36,12848,37577,0.97,3077.62,3508.49
farthest_package_first_MPA,9,2,200,7547,7408,97434.04,6305.84,12273,35729,0.97,3131.04,3412.83
farthest_package_first_MPA,0,2,500,15862,15751,158861.45,19117.63,28862,84347,0.97,6950.13,7978.75
farthest_package_first_MPA,1,2,500,15582,15475,156034.82,13407.91,28527,82851,0.97,6906.89,7790.98
farthest_package_first_MPA,2,2,500,14715,14583,151040.44,15309.31,27445,79397,0.96,6840.84,7374.43
farthest_package_first_MPA,3,2,500,15721,15614,152291.51,17744.26,27663,80685,0.97,6926.37,7605.16
farthest_package_first_MPA,4,2,500,16164,16023,160780.83,16885.28,28915,84056,0.97,6812.86,7766.66
farthest_package_first_MPA,5,2,500,15527,15346,150600.13,12725.28,27973,81707,0.97,6577.78,7353.96
farthest_package_first_MPA,6,2,500,15091,14970,153030.55,15682.59,28062,82320,0.98,6822.06,7667.99
farthest_package_first_MPA,7,2,500,16253,16067,162478.4,18315.05,29117,85295,0.98,6696.02,7753.99
farthest_package_first_MPA,8,2,500,16622,16437,161377.31,15663.95,28704,84238,0.98,6789.56,7753.67
farthest_package_first_MPA,9,2,500,15496,15416,157481.66,13478.53,28475,82522,0.97,6785.62,7599.9
farthest_package_first_MPA,0,3,50,2102,2020,31517.89,2233.95,3430,9359,0.91,958.2,986.36
farthest_package_first_MPA,1,3,50,2103,1994,27427.3,3133.03,3291,8828,0.89,954.79,975.58
farthest_package_first_MPA,2,3,50,2215,2102,32494.43,2658.79,3587,9694,0.9,944.43,1009.76
farthest_package_first_MPA,3,3,50,2262,2124,28587.8,3200.72,3352,9298,0.92,941.21,1023.54
farthest_package_first_MPA,4,3,50,2030,1966,33407.73,2041.44,3511,10141,0.96,925.46,1038.16
farthest_package_first_MPA,5,3,50,2287,2189,29568.57,2969.85,3386,9757,0.96,977.12,1113.44
farthest_package_first_MPA,6,3,50,2122,1992,26032.93,3503.56,3315,8813,0.89,965.89,995.74
farthest_package_first_MPA,7,3,50,1897,1785,27778.01,2743.48,3229,9105,0.94,858.82,923.46
farthest_package_first_MPA,8,3,50,1988,1879,30157.24,2663.03,3351,9215,0.92,939.69,958.16
farthest_package_first_MPA,9,3,50,1794,1677,30246.21,2542.88,3190,9226,0.96,929.2,961.96
farthest_package_first_MPA,0,3,100,4141,4053,57320.85,2819.58,6516,18859,0.96,1716.38,1869.33
farthest_package_first_MPA,1,3,100,3660,3580,54102.79,2454.88,6118,17936,0.98,1675.17,1757.41
farthest_package_first_MPA,2,3,100,3772,3664,58363.35,2296.9,6573,18966,0.96,1586.31,1739.53
farthest_package_first_MPA,3,3,100,3759,3676,61491.84,2233.15,6425,18920,0.98,1777.64,1907.74
farthest_package_first_MPA,4,3,100,3464,3360,52511.81,2528.52,6151,18026,0.98,1676.04,1721.98
farthest_package_first_MPA,5,3,100,3594,3526,53769.06,2266.43,6455,18504,0.96,1636.27,1794.95
farthest_package_first_MPA,6,3,100,3621,3521,54240.95,2549.5,6414,18430,0.96,1612.25,1744.82
farthest_package_first_MPA,7,3,100,4032,3961,61290.4,2594.73,6927,19966,0.96,1658.7,1892.12
farthest_package_first_MPA,8,3,100,3672,3588,56856.75,2372.76,6498,18806,0.96,1633.61,1820.74
farthest_package_first_MPA,9,3,100,3375,3257,59084.31,2448.34,6308,18438,0.97,1652.38,1724.86
farthest_package_first_MPA,0,3,200,6118,5993,71580.6,5999.93,11398,33052,0.97,2869.33,3065.86
farthest_package_first_MPA,1,3,200,6239,6091,71789.56,6046.0,11306,32712,0.96,2844.96,3041.43
farthest_package_first_MPA,2,3,200,6915,6761,81995.7,7930.82,11985,34574,0.96,2979.81,3250.51
farthest_package_first_MPA,3,3,200,6191,6044,73072.34,6249.16,11359,32487,0.95,2947.95,3127.32
farthest_package_first_MPA,4,3,200,6527,6395,73141.91,7774.38,11553,33317,0.96,2902.67,3172.57
farthest_package_first_MPA,5,3,200,5961,5815,70661.45,8122.67,10746,31174,0.97,3032.72,3034.22
farthest_package_first_MPA,6,3,200,6609,6477,77039.19,7538.59,11612,33598,0.96,2900.93,3161.86
farthest_package_first_MPA,7,3,200,6278,6137,72715.88,8007.92,11226,32559,0.97,2926.07,3115.88
farthest_package_first_MPA,8,3,200,6375,6238,77067.41,6273.36,11489,33600,0.97,2933.48,3154.07
farthest_package_first_MPA,9,3,200,6763,6617,70197.39,6305.84,11192,31483,0.94,2969.38,3031.47
farthest_package_first_MPA,0,3,500,14577,14471,117319.08,19117.63,26410,76648,0.97,6698.82,7315.53
farthest_package_first_MPA,1,3,500,14462,14350,116256.85,13407.91,26427,76289,0.96,6680.45,7231.29
farthest_package_first_MPA,2,3,500,13518,13374,112499.89,15309.31,24805,72725,0.98,6561.95,6726.33
farthest_package_first_MPA,3,3,500,14989,14874,112789.15,17744.26,26229,74281,0.94,6820.86,7183.98
farthest_package_first_MPA,4,3,500,14898,14757,120454.08,16885.28,26648,77331,0.97,6603.24,7189.33
farthest_package_first_MPA,5,3,500,14366,14185,112788.13,12725.28,25682,74388,0.97,6558.59,6854.46
farthest_package_first_MPA,6,3,500,14119,13998,113255.38,15682.59,26038,75288,0.96,6664.56,7146.35
farthest_package_first_MPA,7,3,500,14843,14648,121616.23,18315.05,26702,77666,0.97,6526.99,7112.8
farthest_package_first_MPA,8,3,500,15368,15183,118688.78,15663.95,26277,76795,0.97,6747.08,7238.13
farthest_package_first_MPA,9,3,500,14219,14139,116029.1,13478.53,26112,74963,0.96,6657.5,7018.69
