no_steps,drone_travel_distance,utilization
24220,159969.7636809754,0.11230388109000826
26323,164355.34998815466,0.10607960085603212
24718,161984.0803218028,0.11146398036518597
25336,161976.3985003202,0.1087451320913588
26180,160250.36597467144,0.10401706137000255
24672,161539.5822074847,0.11128674881106787
24781,162403.42936936772,0.11149671119002462
24862,162093.78608621412,0.11080497680529858
24159,164096.56355272452,0.11543662127295556
24218,161669.20408052075,0.11340738293831035
