strategy,scenario_id,drone_capacity,no_customers,total_time,package_delivery_time,drone_travel_distance,truck_travel_distance,total_cluster_time,total_active_time,utilization,avg_package_wait_time,avg_customer_wait_time,total_delay_time,avg_span_2,avg_span_3,avg_span_4,avg_nodropoffs_2,avg_nodropoffs_3,avg_nodropoffs_4,no_preventions
farthest_package_first_MPA,3,4,100,4359,4288,65547.88,2031.3,8110,18477,0.76,2178.33,2181.58,12000,0.0,0.0,0.0,0.5,0.33,0.25,56
farthest_package_first_MPA,4,4,100,5114,5033,79231.31,2404.78,8905,19826,0.74,2469.79,2474.69,12000,0.0,0.0,0.0,0.5,0.33,0.25,67
farthest_package_first_MPA,5,4,100,4740,4632,81997.23,2728.7,9111,20107,0.74,2440.79,2450.88,12000,0.0,0.0,-10,0.5,0.33,-10,68
farthest_package_first_MPA,6,4,100,5153,5054,84989.48,2495.48,9383,20412,0.73,2706.33,2531.03,12000,0.0,0.0,0.0,0.5,0.33,0.25,69
farthest_package_first_MPA,7,4,100,5458,5377,83757.53,2271.2,9291,20288,0.73,2549.79,2574.49,12000,0.0,0.0,0.0,0.5,0.33,0.25,69
farthest_package_first_MPA,8,4,100,5353,5252,85150.92,2586.48,9382,20426,0.73,2591.08,2573.51,12000,0.0,0.0,0.0,0.5,0.33,0.25,68
farthest_package_first_MPA,9,4,100,4896,4778,85525.6,2681.72,9298,20461,0.73,2535.28,2502.57,12000,0.0,0.0,0.0,0.5,0.33,0.25,68
farthest_package_first_MPA,0,4,200,7385,7231,96133.97,6429.7,13894,33437,0.8,3681.31,3672.2,24000,0.0,0.0,0.0,0.5,0.33,0.25,120
farthest_package_first_MPA,1,4,200,8561,8419,100131.08,6088.1,14233,33851,0.79,3873.41,3782.97,24000,0.0,0.0,0.0,0.5,0.33,0.25,117
farthest_package_first_MPA,2,4,200,7576,7431,98072.11,6165.35,14167,33645,0.79,3633.86,3677.91,24000,0.0,0.0,0.0,0.5,0.33,0.25,116
farthest_package_first_MPA,3,4,200,7687,7542,93565.95,8224.83,13749,33201,0.8,3788.94,3630.25,24000,0.0,0.0,0.0,0.5,0.33,0.25,110
farthest_package_first_MPA,4,4,200,8432,8302,105492.16,8180.84,14644,34387,0.78,3959.41,3850.85,24000,0.0,0.0,0.0,0.5,0.33,0.25,122
farthest_package_first_MPA,5,4,200,8012,7871,102008.31,6227.86,14295,34041,0.79,3657.01,3678.09,24000,0.0,0.0,0.0,0.5,0.33,0.25,119
farthest_package_first_MPA,6,4,200,8222,8098,97977.37,6283.41,13949,33627,0.8,3620.73,3699.78,24000,0.0,0.0,0.0,0.5,0.33,0.25,114
farthest_package_first_MPA,7,4,200,7293,7190,89537.83,7091.98,13599,32795,0.8,3641.94,3560.95,24000,0.0,0.0,0.0,0.5,0.33,0.25,100
farthest_package_first_MPA,8,4,200,7909,7810,97191.98,6359.47,13924,33554,0.8,3691.24,3671.26,24000,0.0,0.0,0.0,0.5,0.33,0.25,119
farthest_package_first_MPA,9,4,200,8177,8051,99722.48,8120.02,14127,33802,0.8,3754.95,3775.68,24000,0.0,0.0,0.0,0.5,0.33,0.25,112
farthest_package_first_MPA,0,4,500,16913,16813,157100.42,13469.04,30166,75314,0.83,7872.45,7877.85,60000,0.0,0.0,0.0,0.5,0.33,0.25,280
