strategy,scenario_id,drone_capacity,no_customers,total_time,A,drone_travel_distance,truck_travel_distance,X1,X2,utilization,avg_package_wait_time,avg_customer_wait_time,total_delay_time,avg_span_2,avg_span_3,avg_span_4,avg_nodropoffs_2,avg_nodropoffs_3,avg_nodropoffs_4
farthest_package_first,0,2,200,7365,7211,102689.87,8368.53,12959,37445,0.96,3604.99,3654.58,27360,70.11,48.97,70.94,28,22,11
farthest_package_first,1,2,200,7342,7212,109457.27,8104.14,13218,38732,0.98,3638.44,3706.7,27960,148.09,131.78,108.75,38,24,9
farthest_package_first,2,2,200,6764,6619,101591.5,6165.35,12412,36148,0.97,3432.55,3370.89,26160,103.42,29.76,53.5,26,14,5
farthest_package_first,3,2,200,6624,6488,97794.59,6214.74,12168,35652,0.98,3315.34,3340.46,26040,31.55,56.2,55.31,16,10,11
farthest_package_first,4,2,200,7475,7351,110646.99,8180.84,13028,38126,0.98,3593.64,3658.95,27240,34.58,77.29,130.91,23,17,22
farthest_package_first,5,2,200,7081,6952,100471.45,8120.39,12284,35803,0.97,3444.18,3445.84,25920,127.96,76.0,18.5,24,4,7
farthest_package_first,6,2,200,6679,6555,99243.89,5948.92,12286,35554,0.96,3280.58,3360.07,25800,72.89,30.58,38.62,27,8,5
farthest_package_first,7,2,200,7115,6982,101916.27,5656.32,12664,36894,0.97,3530.77,3538.98,26880,93.25,53.12,28.69,26,17,9
farthest_package_first,8,2,200,7242,7107,102325.55,7880.54,12334,36110,0.98,3423.28,3523.92,26040,73.47,35.62,61.88,25,14,5
farthest_package_first,9,2,200,7336,7192,105609.84,8120.02,12721,37143,0.97,3588.97,3626.47,26760,54.87,55.62,90.5,27,16,11
farthest_package_first,0,2,500,16117,15953,163371.03,16564.7,28608,83204,0.97,7743.35,7810.77,67320,86.46,55.33,55.89,77,43,28
farthest_package_first,1,2,500,15177,15110,159326.39,15439.21,28341,82481,0.97,7665.62,7521.77,66960,68.8,57.7,53.67,92,23,23
farthest_package_first,2,2,500,15450,15292,164176.14,19602.81,28395,83300,0.98,7947.52,7866.21,67320,62.05,73.67,64.38,77,40,27
farthest_package_first,3,2,500,15223,15048,154871.27,14056.26,27479,79983,0.97,7423.86,7352.65,64920,68.51,55.47,84.75,53,32,14
farthest_package_first,4,2,500,15836,15742,161197.98,17945.79,28479,83129,0.97,7697.98,7757.91,67440,99.7,45.72,60.54,64,49,26
farthest_package_first,5,2,500,15196,15023,157818.13,15654.77,28012,81712,0.97,7541.54,7566.9,66360,77.24,69.87,84.38,51,42,21
farthest_package_first,6,2,500,15753,15646,157207.63,15162.82,28558,83064,0.97,7740.06,7825.89,67800,64.71,73.35,73.42,71,45,26
farthest_package_first,7,2,500,15519,15328,166632.29,17981.04,28662,84023,0.98,7849.04,7773.4,67800,70.14,57.61,22.46,69,62,17
farthest_package_first,8,2,500,15684,15508,164873.37,16965.46,28529,83609,0.98,7671.25,7758.41,67560,70.09,133.09,46.79,71,39,32
farthest_package_first,9,2,500,17206,17049,161146.53,14977.09,28907,84088,0.97,7817.99,7887.17,68400,114.04,69.97,159.68,69,56,20
farthest_package_first,0,3,50,1853,1767,26228.16,2666.5,3193,8712,0.91,933.57,920.76,6120,38.0,-10,-10,2,-10,-10
farthest_package_first,1,3,50,1875,1798,30520.86,2555.4,3352,9488,0.94,983.39,1025.72,6480,8.25,65.0,-10,11,6,-10
farthest_package_first,2,3,50,2090,2001,32058.37,2669.4,3300,9405,0.95,1003.9,977.42,6240,4.31,0.0,-10,10,1,-10
farthest_package_first,3,3,50,1820,1720,30176.33,2277.62,3192,9104,0.95,922.49,927.96,6120,0.0,165.67,-10,3,2,-10
farthest_package_first,4,3,50,1737,1648,26053.61,2663.82,3134,8689,0.92,925.85,914.52,6120,2.75,-10,-10,3,-10,-10
farthest_package_first,5,3,50,2331,2243,29536.9,2640.25,3253,9274,0.95,1066.09,1080.2,6360,20.7,-10,2.0,7,-10,2
farthest_package_first,6,3,50,2011,1915,34272.71,2172.82,3618,9869,0.91,989.75,1003.62,6480,4.83,81.0,63.38,4,2,4
farthest_package_first,7,3,50,2034,1922,30676.53,2737.84,3325,9506,0.95,1012.09,998.82,6480,46.0,7.83,14.25,5,3,4
farthest_package_first,8,3,50,2130,2022,27819.91,3099.96,3341,8988,0.9,993.54,976.16,6240,182.0,46.0,-10,3,3,-10
farthest_package_first,9,3,50,2084,1995,28113.81,2959.0,3521,9134,0.86,979.4,987.94,6360,31.83,0.0,176.75,5,2,2
farthest_package_first,0,3,100,3846,3760,60885.78,2646.48,6472,18733,0.96,1916.6,1904.87,12720,54.42,0.0,63.38,22,1,4
farthest_package_first,1,3,100,3482,3388,62693.17,2508.64,6518,18904,0.97,1830.04,1837.75,12720,43.29,27.76,68.0,9,8,6
farthest_package_first,2,3,100,3640,3538,64179.71,2630.99,6591,19301,0.98,1835.42,1829.26,12960,34.75,49.67,49.75,8,4,8
farthest_package_first,3,3,100,3298,3227,54960.33,2031.3,6259,17901,0.95,1708.48,1722.85,12480,22.73,0.0,49.83,12,2,6
farthest_package_first,4,3,100,3547,3466,59027.84,2404.78,6276,18300,0.97,1785.22,1787.55,12480,52.22,46.17,92.5,11,3,2
farthest_package_first,5,3,100,3503,3384,60685.01,2856.36,6270,18348,0.98,1748.66,1773.86,12360,75.88,25.08,-10,9,6,-10
farthest_package_first,6,3,100,3681,3593,61179.33,2495.48,6492,18761,0.96,1883.88,1770.78,12720,20.27,87.56,97.62,14,4,4
farthest_package_first,7,3,100,3745,3663,62785.0,2271.2,6476,18919,0.97,1825.61,1867.12,12720,7.94,90.0,195.25,9,9,2
farthest_package_first,8,3,100,3608,3507,59798.77,2586.48,6430,18507,0.96,1811.22,1803.88,12600,45.94,50.0,77.25,11,3,2
farthest_package_first,9,3,100,3791,3679,66104.27,2681.72,6862,19484,0.95,1888.98,1882.81,12960,50.85,66.25,145.0,17,6,4
farthest_package_first,0,3,200,6738,6584,76232.84,8368.53,11514,33751,0.98,3226.83,3273.8,26280,87.58,86.76,82.69,24,20,8
farthest_package_first,1,3,200,6368,6239,80211.16,8104.14,11454,33552,0.98,3165.24,3220.44,25680,45.78,80.42,73.42,26,20,6
farthest_package_first,2,3,200,6187,6040,75894.81,6165.35,11296,32760,0.97,3122.27,3063.68,25320,82.61,71.29,84.75,24,10,4
farthest_package_first,3,3,200,6206,6053,72943.12,6214.74,11499,32827,0.95,3073.13,3120.12,25680,174.77,171.6,128.69,14,10,10
farthest_package_first,4,3,200,6891,6767,81447.37,8180.84,11994,34396,0.96,3276.41,3345.88,26400,66.79,117.12,118.91,24,15,16
farthest_package_first,5,3,200,6631,6496,75183.66,8120.39,11316,32342,0.95,3162.97,3161.45,24960,41.07,97.17,13.25,17,4,6
farthest_package_first,6,3,200,6149,6025,74655.09,5948.92,11202,32512,0.97,2969.96,3033.29,25200,64.11,10.33,19.0,26,5,4
farthest_package_first,7,3,200,6470,6337,75471.39,5656.32,11446,32712,0.95,3080.35,3078.48,25320,59.56,18.71,36.69,19,12,8
farthest_package_first,8,3,200,6679,6549,78188.17,7880.54,11381,33115,0.97,3145.5,3234.4,25440,126.97,22.48,29.62,25,10,4
farthest_package_first,9,3,200,6809,6662,78717.8,8120.02,11625,33634,0.96,3231.29,3266.62,25920,47.11,53.67,56.69,25,13,9
farthest_package_first,0,3,500,15010,14846,121321.28,16564.7,26602,76555,0.96,7140.21,7200.08,64800,45.99,72.79,50.09,69,34,24
farthest_package_first,1,3,500,14233,14165,118140.08,15439.21,26030,75532,0.97,7089.46,6950.42,64080,31.71,68.85,28.39,78,18,18
farthest_package_first,2,3,500,14965,14801,122083.88,19602.81,26988,77586,0.96,7568.8,7494.18,65760,91.77,61.04,73.94,73,32,26
farthest_package_first,3,3,500,14284,14109,115752.19,14056.26,25660,74092,0.96,6934.87,6873.24,62880,56.2,125.16,81.67,42,28,12
farthest_package_first,4,3,500,14367,14269,119325.49,17945.79,26340,75767,0.96,7167.34,7215.06,64200,59.76,51.74,90.52,53,32,27
farthest_package_first,5,3,500,14162,14005,117290.55,15654.77,26323,75567,0.96,7047.83,7070.63,64200,79.8,79.92,87.66,46,33,17
farthest_package_first,6,3,500,15041,14934,116003.23,15162.82,26628,76250,0.95,7234.46,7305.55,65040,70.47,52.0,71.39,65,34,20
farthest_package_first,7,3,500,14499,14307,123403.16,17981.04,26556,77238,0.97,7368.75,7300.92,65280,50.73,94.13,64.5,57,56,14
farthest_package_first,8,3,500,14483,14307,122260.94,16965.46,26796,77011,0.96,7237.05,7315.57,65160,51.09,102.24,57.25,65,30,27
farthest_package_first,9,3,500,16007,15843,119335.11,14977.09,26398,75886,0.96,7206.06,7257.14,64320,58.96,60.37,136.36,53,43,15
closest_package_first,0,1,50,2485,2283,51737.79,2666.5,4144,11248,0.9,985.65,1001.2,6120,77.5,-10,-10,2,-10,-10
closest_package_first,1,1,50,2959,2794,72293.4,2555.4,5372,15080,0.94,1254.68,1203.68,7920,37.1,70.22,-10,20,9,-10
closest_package_first,2,1,50,3163,2984,68714.35,2669.4,5017,14012,0.93,1230.98,1250.6,7200,34.81,58.33,-10,16,3,-10
closest_package_first,3,1,50,2589,2425,62617.33,2277.62,4532,12812,0.94,1101.55,1105.0,6600,42.17,8.67,-10,6,3,-10
closest_package_first,4,1,50,2429,2266,51410.8,2663.82,4067,11324,0.93,971.13,978.52,6240,8.0,-10,-10,4,-10,-10
closest_package_first,5,1,50,3467,3285,61939.03,2640.25,4695,13090,0.93,1272.52,1249.88,6960,6.8,-10,68.0,10,-10,4
closest_package_first,6,1,50,2792,2618,72981.18,2172.82,5144,14564,0.94,1224.03,1225.64,7320,11.33,67.0,63.88,6,3,8
closest_package_first,7,1,50,3050,2856,70297.26,2737.84,5166,14646,0.95,1226.25,1251.64,7680,48.25,20.33,59.75,8,6,8
closest_package_first,8,1,50,2851,2649,61323.96,3099.96,4581,12798,0.93,1150.38,1202.24,6720,48.25,14.67,-10,4,6,-10
closest_package_first,9,1,50,2704,2524,62338.44,2959.0,4643,13372,0.96,1171.78,1191.72,7200,10.5,69.5,52.75,6,6,4
closest_package_first,0,1,100,6204,6004,141024.71,2646.48,10140,29108,0.96,2342.4,2309.1,15120,35.81,57.67,61.38,36,3,8
closest_package_first,1,1,100,5338,5156,140789.43,2508.64,10247,29532,0.96,2331.43,2327.58,15600,28.07,51.33,61.83,14,21,12
closest_package_first,2,1,100,5813,5615,143914.16,2630.99,10121,28908,0.95,2324.76,2270.72,14640,37.75,59.67,66.31,12,6,16
closest_package_first,3,1,100,5055,4874,132200.46,2031.3,9719,27978,0.96,2194.35,2146.75,14880,52.27,42.0,54.33,22,6,12
closest_package_first,4,1,100,5172,4996,129481.84,2404.78,9254,26740,0.96,2127.46,2142.98,13920,30.94,69.67,57.75,18,6,4
closest_package_first,5,1,100,5426,5208,135090.67,2856.36,9512,27302,0.96,2214.38,2162.24,13920,49.25,45.67,-10,16,12,-10
closest_package_first,6,1,100,5523,5340,141264.61,2495.48,9904,28762,0.97,2270.66,2414.61,14760,39.95,47.11,47.25,22,9,8
closest_package_first,7,1,100,5758,5593,138580.06,2271.2,9794,28256,0.96,2297.19,2273.3,14520,41.62,63.27,52.0,16,15,4
closest_package_first,8,1,100,5340,5131,138119.64,2586.48,9544,27492,0.96,2174.12,2180.89,13800,32.31,16.17,79.0,16,6,4
closest_package_first,9,1,100,6000,5793,153502.18,2681.72,10557,30456,0.96,2460.97,2426.01,15240,40.08,52.08,59.5,26,12,8
closest_package_first,0,1,200,9330,9122,182586.91,8368.53,16571,48244,0.97,4239.71,4249.92,30240,33.72,37.09,50.94,36,33,16
closest_package_first,1,1,200,9110,8915,190347.13,8104.14,17098,49516,0.97,4329.3,4383.96,30720,29.11,45.03,47.67,46,36,12
closest_package_first,2,1,200,8587,8396,178594.68,6165.35,15988,46184,0.96,4056.63,3988.92,28560,40.56,40.38,49.25,36,21,8
closest_package_first,3,1,200,8138,7942,170622.36,6214.74,15492,44798,0.96,3905.75,4049.28,27960,47.5,48.73,43.62,22,15,16
closest_package_first,4,1,200,9669,9490,196094.31,8180.84,17406,50438,0.97,4466.45,4568.62,31080,28.97,49.96,50.66,38,24,32
closest_package_first,5,1,200,8761,8568,172630.35,8120.39,15284,44282,0.97,3940.87,3878.51,27240,22.82,66.67,54.25,28,6,12
closest_package_first,6,1,200,8295,8109,174526.28,5948.92,15584,45174,0.97,3887.36,3985.22,27960,33.34,37.67,48.88,38,12,8
closest_package_first,7,1,200,9023,8836,179422.64,5656.32,16226,46970,0.96,4114.89,4256.55,29280,35.94,35.25,44.69,32,24,16
closest_package_first,8,1,200,9177,8982,178365.37,7880.54,15843,46170,0.97,4025.61,4046.56,28560,38.78,40.05,55.25,36,21,8
closest_package_first,9,1,200,9438,9233,185223.38,8120.02,16577,47910,0.96,4240.82,4277.31,29640,30.82,39.29,47.06,38,24,16
closest_package_first,0,1,500,19534,19326,293624.08,16564.7,35824,104296,0.97,9332.24,9391.14,75600,25.03,34.43,41.82,110,63,44
closest_package_first,1,1,500,18463,18328,282527.17,15439.21,34507,100766,0.97,9007.05,8917.37,73080,35.38,40.18,39.25,120,33,36
closest_package_first,2,1,500,19545,19332,295711.13,19602.81,35941,104062,0.97,9576.76,9479.75,75120,28.12,39.3,42.71,104,57,48
closest_package_first,3,1,500,18377,18166,275217.52,14056.26,33278,97122,0.97,8677.69,8580.27,70200,30.96,43.04,41.0,74,45,24
closest_package_first,4,1,500,19296,19160,288154.92,17945.79,35428,103082,0.97,9278.04,9263.72,74880,31.94,35.1,42.67,84,69,48
closest_package_first,5,1,500,18335,18126,280434.11,15654.77,33979,99086,0.97,8891.98,8884.0,71640,23.35,33.68,42.97,66,60,32
closest_package_first,6,1,500,19105,18965,279465.86,15162.82,34634,101210,0.97,9129.88,9317.49,73920,28.12,33.73,38.31,94,63,36
closest_package_first,7,1,500,19196,18974,299165.06,17981.04,36047,104530,0.97,9446.91,9316.05,75240,24.41,40.54,44.21,92,90,28
closest_package_first,8,1,500,19378,19169,296996.25,16965.46,35623,103852,0.97,9334.71,9412.77,74760,21.51,34.98,41.9,96,54,52
closest_package_first,9,1,500,21068,20871,286284.17,14977.09,34976,101838,0.97,9269.98,9315.19,73800,24.65,38.29,41.54,84,78,28
closest_package_first,0,2,50,2093,1891,35934.44,2666.5,3380,9558,0.94,837.02,849.6,6000,0.0,-10,-10,1,-10,-10
closest_package_first,1,2,50,2437,2272,47183.63,2555.4,4171,11748,0.94,1046.05,1018.1,7080,52.65,97.11,-10,16,6,-10
closest_package_first,2,2,50,2549,2370,46506.36,2669.4,3931,11085,0.94,998.45,1008.0,6480,8.75,65.0,-10,10,3,-10
closest_package_first,3,2,50,2195,2034,41250.11,2277.62,3793,10327,0.91,927.16,933.24,6240,36.5,172.0,-10,4,2,-10
closest_package_first,4,2,50,1901,1738,36003.04,2663.82,3432,9557,0.93,832.25,841.4,6000,0.0,-10,-10,2,-10,-10
closest_package_first,5,2,50,2774,2592,43194.03,2640.25,3819,10753,0.94,1059.9,1042.42,6480,51.9,-10,16.5,8,-10,2
closest_package_first,6,2,50,2212,2035,48770.1,2172.82,4052,11315,0.93,974.28,968.04,6480,33.5,9.33,63.75,4,2,4
closest_package_first,7,2,50,2325,2131,46091.54,2737.84,3985,11163,0.93,958.72,967.3,6600,5.12,47.33,16.12,5,4,4
closest_package_first,8,2,50,2285,2083,41751.26,3099.96,3799,10497,0.92,947.59,992.3,6360,0.0,118.83,-10,2,5,-10
closest_package_first,9,2,50,2294,2114,41976.93,2959.0,3852,10633,0.92,952.02,962.52,6480,0.0,45.0,140.0,3,4,3
closest_package_first,0,2,100,4842,4642,95336.69,2646.48,7960,22770,0.95,1869.97,1844.43,13320,44.31,12.33,67.5,24,2,6
closest_package_first,1,2,100,4357,4175,99469.75,2508.64,8195,23279,0.95,1841.52,1820.68,13440,10.93,49.95,20.75,8,15,6
closest_package_first,2,2,100,4413,4224,97637.54,2630.99,8117,22869,0.94,1860.48,1838.08,13200,106.25,40.33,100.38,8,4,10
closest_package_first,3,2,100,4038,3857,89077.7,2031.3,7669,21899,0.95,1746.61,1704.78,13080,20.95,96.0,110.75,13,4,8
closest_package_first,4,2,100,4341,4165,92244.36,2404.78,7622,21971,0.96,1744.55,1763.68,12840,101.0,115.83,48.75,13,4,2
closest_package_first,5,2,100,4286,4068,92533.32,2856.36,7683,21640,0.94,1768.6,1726.19,12480,0.0,111.25,-10,8,8,-10
closest_package_first,6,2,100,4594,4411,104095.14,2495.48,8174,23394,0.95,1772.02,1881.81,13080,35.45,48.78,37.0,15,6,4
closest_package_first,7,2,100,4886,4721,100632.31,2271.2,8097,23288,0.96,1903.95,1873.55,13320,25.38,25.4,51.75,12,10,3
closest_package_first,8,2,100,4339,4130,95133.61,2586.48,7652,22020,0.96,1768.24,1769.42,12600,19.94,29.67,16.5,10,4,2
closest_package_first,9,2,100,4391,4184,100051.52,2681.72,7983,22748,0.95,1856.98,1834.96,12840,2.62,134.67,24.62,14,8,4
closest_package_first,0,2,200,7539,7331,114562.21,8368.53,13361,38518,0.96,3458.29,3454.34,27240,48.14,48.88,34.94,28,22,10
closest_package_first,1,2,200,7365,7170,118554.58,8104.14,13450,39042,0.97,3491.54,3530.27,27360,62.83,84.33,99.25,32,26,8
closest_package_first,2,2,200,6845,6654,110361.15,6165.35,12789,36785,0.96,3304.06,3249.28,25920,100.81,42.52,14.38,25,14,4
closest_package_first,3,2,200,6767,6571,107047.3,6214.74,12383,35620,0.96,3096.15,3203.26,25080,0.0,72.13,28.0,11,10,8
closest_package_first,4,2,200,7804,7625,120255.63,8180.84,13569,39087,0.96,3475.13,3558.53,27240,93.47,111.12,34.03,27,17,18
closest_package_first,5,2,200,7166,6973,111778.63,8120.39,12475,36216,0.97,3294.81,3239.57,25200,59.11,15.83,16.25,19,4,6
closest_package_first,6,2,200,6884,6698,109902.27,5948.92,12622,36495,0.96,3168.07,3241.32,25680,33.47,63.0,26.25,25,9,5
closest_package_first,7,2,200,7282,7098,113262.67,5656.32,13075,37905,0.97,3351.35,3456.93,26760,67.84,33.71,66.25,24,17,10
closest_package_first,8,2,200,7805,7610,113325.06,7880.54,13057,37686,0.96,3440.2,3463.66,26520,88.42,101.81,35.12,29,14,5
closest_package_first,9,2,200,7405,7200,114875.36,8120.02,13061,37707,0.96,3451.73,3475.1,26400,47.58,28.21,37.94,25,16,10
closest_package_first,0,2,500,16440,16241,171716.28,16564.7,29213,85348,0.97,7777.95,7824.25,68640,55.61,80.86,65.66,86,45,28
closest_package_first,1,2,500,15548,15444,166196.02,15439.21,28832,82808,0.96,7586.13,7521.54,66600,78.67,99.18,38.31,90,24,21
closest_package_first,2,2,500,15964,15753,169303.3,19602.81,29024,83812,0.96,7979.45,7891.64,67320,45.56,56.89,42.33,75,40,29
closest_package_first,3,2,500,15620,15409,161758.91,14056.26,27937,80437,0.96,7474.2,7390.83,64680,57.66,61.87,48.42,54,30,13
closest_package_first,4,2,500,15799,15668,168934.17,17945.79,29175,84498,0.97,7801.28,7789.3,68040,83.62,60.62,57.29,63,48,33
closest_package_first,5,2,500,15023,14816,164110.37,15654.77,27954,81265,0.97,7412.46,7401.38,65280,59.73,51.9,33.0,44,41,20
closest_package_first,6,2,500,15984,15844,162099.91,15162.82,28733,82832,0.96,7584.41,7738.37,67080,96.03,48.87,53.94,70,44,22
closest_package_first,7,2,500,16160,15938,174257.47,17981.04,29466,84670,0.96,7902.74,7788.06,67680,70.84,53.69,55.46,67,62,18
closest_package_first,8,2,500,15862,15653,174688.18,16965.46,29113,84595,0.97,7685.91,7751.71,67560,69.65,57.33,77.56,70,39,33
closest_package_first,9,2,500,17324,17127,164850.95,14977.09,28695,83024,0.96,7731.51,7764.94,66960,49.39,59.67,53.79,62,53,18
closest_package_first,0,3,50,1864,1662,29357.27,2666.5,3248,8901,0.91,800.25,812.1,6000,0.0,-10,-10,1,-10,-10
closest_package_first,1,3,50,2074,1909,34630.93,2555.4,3542,9781,0.92,896.45,874.86,6360,7.95,84.33,-10,11,5,-10
closest_package_first,2,3,50,2164,1985,34005.67,2669.4,3449,9603,0.93,904.83,910.54,6240,31.88,3.33,-10,9,2,-10
closest_package_first,3,3,50,2074,1910,34428.63,2277.62,3487,9646,0.92,846.89,866.96,6240,70.67,122.0,-10,4,2,-10
closest_package_first,4,3,50,1900,1737,29583.43,2663.82,3187,8922,0.93,800.65,805.74,6000,0.0,-10,-10,2,-10,-10
closest_package_first,5,3,50,2624,2442,35540.1,2640.25,3627,9755,0.9,981.84,956.78,6240,64.0,-10,24.0,6,-10,2
closest_package_first,6,3,50,2084,1907,41505.18,2172.82,3767,10593,0.94,917.25,913.08,6480,97.17,219.0,17.88,4,2,4
closest_package_first,7,3,50,2029,1836,31252.64,2737.84,3385,9445,0.93,869.42,878.08,6360,0.0,30.83,10.25,4,3,4
closest_package_first,8,3,50,2212,2010,35413.8,3099.96,3435,9748,0.95,871.46,916.8,6240,0.0,111.5,-10,2,4,-10
closest_package_first,9,3,50,2119,1939,33314.36,2959.0,3422,9773,0.95,885.8,895.2,6480,38.17,64.33,138.75,4,4,2
closest_package_first,0,3,100,4275,4075,81700.54,2646.48,7220,20694,0.96,1684.25,1655.37,12600,10.97,92.0,13.88,20,2,4
closest_package_first,1,3,100,3945,3763,85025.21,2508.64,7537,21487,0.95,1699.81,1696.65,13080,114.21,69.81,53.08,10,10,6
closest_package_first,2,3,100,3915,3717,78470.24,2630.99,7286,20484,0.94,1664.69,1630.03,12720,15.58,12.83,12.88,7,3,8
closest_package_first,3,3,100,3699,3535,75884.64,2031.3,7136,20469,0.96,1641.82,1610.85,12960,50.55,157.5,134.17,14,4,6
closest_package_first,4,3,100,4034,3858,79050.29,2404.78,7116,20420,0.96,1585.69,1613.16,12600,72.67,140.33,168.25,11,4,2
closest_package_first,5,3,100,3815,3597,74233.09,2856.36,6881,19580,0.95,1617.75,1574.47,12240,10.31,1.92,-10,9,5,-10
closest_package_first,6,3,100,4322,4139,85492.45,2495.48,7437,21308,0.96,1656.21,1736.58,12840,62.0,0.0,89.75,15,3,5
closest_package_first,7,3,100,4431,4266,85490.55,2271.2,7324,20944,0.95,1685.81,1674.19,12480,47.69,48.33,10.5,10,6,2
closest_package_first,8,3,100,4156,3947,79899.04,2586.48,7273,20510,0.94,1635.15,1642.86,12600,71.25,40.67,17.25,10,4,2
closest_package_first,9,3,100,4074,3867,82085.54,2681.72,7411,21082,0.95,1746.8,1714.61,12960,13.65,64.0,70.88,16,6,5
closest_package_first,0,3,200,6990,6782,81789.19,8368.53,11877,34427,0.97,3182.96,3188.08,26400,81.64,64.06,59.12,27,18,8
closest_package_first,1,3,200,6819,6624,91509.21,8104.14,12379,35876,0.97,3227.48,3263.93,26880,90.72,122.19,9.17,30,26,6
closest_package_first,2,3,200,6401,6210,85195.31,6165.35,11797,34046,0.96,3066.92,3027.34,25680,79.11,81.38,26.0,26,11,4
closest_package_first,3,3,200,6321,6131,83740.86,6214.74,11809,33784,0.95,2957.05,3078.38,25560,157.77,65.73,65.62,17,8,8
closest_package_first,4,3,200,7254,7076,96581.81,8180.84,12617,36144,0.95,3238.91,3317.49,26640,78.0,146.17,56.28,25,14,18
closest_package_first,5,3,200,6842,6649,85808.2,8120.39,11686,33642,0.96,3101.51,3064.23,25200,58.89,291.33,46.83,18,5,6
closest_package_first,6,3,200,6287,6101,81979.46,5948.92,11636,33126,0.95,2882.5,2943.7,25080,61.61,50.17,12.38,23,7,4
closest_package_first,7,3,200,6734,6547,84020.92,5656.32,11882,34053,0.96,3022.46,3116.26,25800,65.38,64.75,73.0,23,12,8
closest_package_first,8,3,200,6954,6759,88051.05,7880.54,11815,34222,0.97,3129.81,3143.51,25560,99.31,18.48,19.62,25,11,4
closest_package_first,9,3,200,6862,6657,87713.03,8120.02,12021,34291,0.95,3177.32,3210.2,25680,84.47,66.88,27.44,24,13,8
closest_package_first,0,3,500,15353,15145,127509.74,16564.7,27462,77648,0.94,7323.69,7383.01,65280,82.03,100.49,63.75,71,38,22
closest_package_first,1,3,500,14522,14418,123477.31,15439.21,26631,76073,0.95,7215.39,7139.38,64080,28.16,77.45,44.08,75,19,20
closest_package_first,2,3,500,14853,14640,129026.95,19602.81,26778,77563,0.97,7388.49,7308.04,65040,42.79,66.21,48.23,68,32,25
closest_package_first,3,3,500,14779,14568,122559.71,14056.26,26610,75854,0.95,6971.55,6891.63,63960,47.65,92.02,43.54,52,27,12
closest_package_first,4,3,500,14987,14857,126971.32,17945.79,27314,77963,0.95,7353.28,7336.43,65640,64.81,62.1,73.33,59,38,27
closest_package_first,5,3,500,14387,14244,125598.57,15654.77,26812,75921,0.94,7063.68,7050.39,63720,51.0,51.27,34.19,40,34,18
closest_package_first,6,3,500,14946,14806,123323.45,15162.82,26916,76495,0.95,7096.07,7237.49,64560,55.98,49.06,36.44,61,36,18
closest_package_first,7,3,500,15011,14792,129001.6,17981.04,27019,77929,0.96,7334.05,7236.0,65400,63.08,79.06,102.43,58,54,16
closest_package_first,8,3,500,14927,14718,129193.15,16965.46,27373,78544,0.96,7241.96,7298.76,66000,72.96,101.89,40.92,67,35,27
closest_package_first,9,3,500,16201,16005,124911.78,14977.09,26905,77639,0.96,7241.36,7288.13,65520,72.38,112.01,98.93,60,47,14
most_packages_first,0,1,50,2419,2217,51737.79,2666.5,4055,11248,0.92,1106.27,1124.24,6120,303.0,-10,-10,2,-10,-10
most_packages_first,1,1,50,3005,2840,72293.4,2555.4,5393,15080,0.93,1441.41,1748.0,7920,540.35,397.11,-10,20,9,-10
most_packages_first,2,1,50,3061,2882,68714.35,2669.4,4861,14012,0.96,1345.5,1544.76,7200,419.06,278.0,-10,16,3,-10
most_packages_first,3,1,50,2651,2487,62617.33,2277.62,4554,12812,0.94,1211.16,1303.06,6600,567.83,491.33,-10,6,3,-10
most_packages_first,4,1,50,2423,2278,51410.8,2663.82,4124,11324,0.92,1105.56,1140.96,6240,359.0,-10,-10,4,-10,-10
most_packages_first,5,1,50,3434,3252,61939.03,2640.25,4687,13090,0.93,1409.03,1578.76,6960,595.3,-10,198.25,10,-10,4
most_packages_first,6,1,50,2688,2525,72981.18,2172.82,5090,14564,0.95,1357.03,1567.4,7320,459.17,345.67,443.0,6,3,8
most_packages_first,7,1,50,2934,2787,70297.26,2737.84,5088,14646,0.96,1377.12,1644.18,7680,588.75,414.67,261.75,8,6,8
most_packages_first,8,1,50,2820,2618,61323.96,3099.96,4436,12798,0.96,1246.5,1361.3,6720,340.0,325.83,-10,4,6,-10
most_packages_first,9,1,50,2723,2543,62338.44,2959.0,4689,13372,0.95,1254.05,1435.2,7200,425.5,200.67,184.25,6,6,4
most_packages_first,0,1,100,6213,6053,141024.71,2646.48,10148,29108,0.96,2714.9,3215.6,15120,1149.5,1249.0,850.88,36,3,8
most_packages_first,1,1,100,5349,5193,140789.43,2508.64,10237,29532,0.96,2654.15,3234.96,15600,1317.71,1056.95,703.25,14,21,12
most_packages_first,2,1,100,5690,5551,143914.16,2630.99,9916,28908,0.97,2595.3,2982.57,14640,1138.42,1093.67,857.62,12,6,16
most_packages_first,3,1,100,5024,4903,132200.46,2031.3,9642,27978,0.97,2543.85,3010.46,14880,1301.91,986.17,607.83,22,6,12
most_packages_first,4,1,100,5257,5087,129481.84,2404.78,9361,26740,0.95,2399.59,2713.08,13920,991.67,1204.33,824.0,18,6,4
most_packages_first,5,1,100,5397,5236,135090.67,2856.36,9527,27302,0.96,2499.78,2818.84,13920,1235.69,1039.92,-10,16,12,-10
most_packages_first,6,1,100,5541,5389,141264.61,2495.48,9946,28762,0.96,2521.13,2970.47,14760,1072.86,789.22,591.12,22,9,8
