strategy,scenario_id,no_drones,drone_capacity,no_customers,no_clusters,Total Distribution Time,Drones Travel Distance,Trucks Travel Distance,Trucks In-Cluster time,Drones Active Time,Drone Utilization,avg_span_2,avg_span_3,avg_span_4,avg_nodropoffs_2,avg_nodropoffs_3,avg_nodropoffs_4,median_span_2,median_span_3,median_span_4,median_nodropoffs_2,median_nodropoffs_3,median_nodropoffs_4,The Number of Battery Swaps,Total Package Delivery Time,Total Customer Delivery Time,Average Customer Delivery Time,Average Package Delivery Time,Median Package Delivery Time,Median Customer Delivery Time,no_of_customers_with_1_package,no_of_customers_with_2_package,no_of_customers_with_3_package,no_of_customers_with_4_package
most_packages_first_MPA,4,2,1,400,2,33110,558527.08,2462.24,57955,114352,0.99,98.25925925925924,246.3181818181818,250.8,2.0,3.0,4.0,98.25925925925924,246.3181818181818,250.8,2.0,3.0,4.0,27,7262543.0,6915384.0,17288.46,14943.504115226337,14703.5,17365.5,346,27,22,5
most_packages_first_MPA,3,3,1,400,2,21432,605609.39,2015.06,40896,121043,0.99,81.79069767441861,203.8235294117647,251.125,2.0,3.0,4.0,81.79069767441861,203.8235294117647,251.125,2.0,3.0,4.0,28,5243915.0,4898191.0,12245.4775,10466.89620758483,10551.0,12574.5,332,43,17,8
most_packages_first_MPA,8,3,1,400,2,22997,617289.06,2058.66,41386,122180,0.98,97.46341463414636,168.0,263.75,2.0,3.0,4.0,97.46341463414636,168.0,263.75,2.0,3.0,4.0,29,5340249.0,5008626.0,12521.565,10659.179640718565,10608.0,12766.0,335,41,12,12
most_packages_first_MPA,1,1,1,400,4,60096,382391.53,8150.94,100073,98987,0.99,198.73684210526315,373.46153846153845,587.5,2.0,3.0,4.0,198.73684210526315,373.46153846153845,587.5,2.0,3.0,4.0,19,13229551.0,11430339.0,28575.8475,26042.423228346455,25195.5,27424.5,330,38,26,6
most_packages_first_MPA,5,2,1,400,4,28162,402298.48,6350.12,52395,103319,0.99,11.772727272727272,203.4090909090909,198.92307692307693,2.0,3.0,4.0,11.772727272727272,203.4090909090909,198.92307692307693,2.0,3.0,4.0,18,7073512.0,5768473.0,14421.1825,13422.223908918406,13421.0,12975.0,321,44,22,13
most_packages_first_MPA,6,3,1,400,4,17439,381735.7,6244.75,33097,97321,0.98,70.1470588235294,147.28571428571428,204.66666666666663,2.0,3.0,4.0,70.1470588235294,147.28571428571428,204.66666666666663,2.0,3.0,4.0,18,4176065.0,3724282.0,9310.705,8453.572874493928,8277.5,8763.0,339,34,21,6
most_packages_first_MPA,4,4,1,400,4,12682,366089.74,5900.51,24239,94815,0.98,30.03703703703704,103.22727272727272,0.0,2.0,3.0,4.0,30.03703703703704,103.22727272727272,0.0,2.0,3.0,4.0,16,3035922.0,2622897.0,6557.2425,6246.753086419753,6346.0,5973.5,346,27,22,5
most_packages_first_MPA,0,1,1,400,8,47327,272348.05,12285.54,89350,88432,0.99,169.32558139534885,366.1111111111111,519.8181818181819,2.0,3.0,4.0,169.32558139534885,366.1111111111111,519.8181818181819,2.0,3.0,4.0,13,11648224.0,9583805.0,23959.5125,22750.4375,22766.5,24951.5,328,43,18,11
most_packages_first_MPA,3,2,1,400,8,24510,267016.32,12058.14,44030,86606,0.98,57.06976744186046,180.0,196.0,2.0,3.0,4.0,57.06976744186046,180.0,196.0,2.0,3.0,4.0,12,5752847.0,4784988.0,11962.47,11482.728542914172,11489.0,11904.0,332,43,17,8
most_packages_first_MPA,1,3,1,400,8,16819,265400.82,11955.5,30024,87279,0.97,59.71052631578947,56.80769230769231,175.16666666666666,2.0,3.0,4.0,59.71052631578947,56.80769230769231,175.16666666666666,2.0,3.0,4.0,12,4021020.0,3318026.0,8295.065,7915.393700787402,7826.5,7988.0,330,38,26,6
most_packages_first_MPA,0,4,1,400,8,12635,272348.05,12285.54,22864,88432,0.97,19.372093023255815,91.66666666666669,0.0,2.0,3.0,4.0,19.372093023255815,91.66666666666669,0.0,2.0,3.0,4.0,8,3142266.0,2575391.0,6438.4775,6137.23828125,6236.5,6757.5,328,43,18,11
most_packages_first_MPA,9,4,1,400,8,12900,258823.23,12465.81,21703,84259,0.97,39.58974358974359,104.05882352941175,0.0,2.0,3.0,4.0,39.58974358974359,104.05882352941175,0.0,2.0,3.0,4.0,9,2851872.0,2440172.0,6100.43,5844.0,5837.0,6333.0,339,39,17,5
most_packages_first_MPA,0,2,1,400,16,23320,187623.49,25283.24,41124,79919,0.97,109.2093023255814,162.94444444444446,154.27272727272728,2.0,3.0,4.0,109.2093023255814,162.94444444444446,154.27272727272728,2.0,3.0,4.0,8,5713597.0,4615987.0,11539.9675,11159.369140625,11181.5,11640.5,328,43,18,11
most_packages_first_MPA,2,2,1,400,16,23158,176737.87,24981.63,37942,73589,0.97,39.19047619047619,163.2,174.0,2.0,3.0,4.0,39.19047619047619,163.2,174.0,2.0,3.0,4.0,7,4820023.0,4204473.0,10511.1825,10299.194444444443,10194.5,10493.5,346,42,10,2
most_packages_first_MPA,5,2,1,400,16,23366,189620.98,25307.68,42066,81892,0.97,47.15909090909091,165.1818181818182,152.0,2.0,3.0,4.0,47.15909090909091,165.1818181818182,152.0,2.0,3.0,4.0,8,6035982.0,4745814.0,11864.535,11453.476280834917,11605.0,12370.0,321,44,22,13
most_packages_first_MPA,7,3,1,400,16,15960,180158.97,25281.92,26571,76497,0.96,42.73809523809524,50.166666666666664,159.75,2.0,3.0,4.0,42.73809523809524,50.166666666666664,159.75,2.0,3.0,4.0,6,3696075.0,3072086.0,7680.215,7543.010204081633,7455.5,7484.5,340,42,6,12
most_packages_first_MPA,8,4,1,400,16,12534,184453.85,25287.55,20751,78289,0.94,28.26829268292683,53.833333333333336,0.0,2.0,3.0,4.0,28.26829268292683,53.833333333333336,0.0,2.0,3.0,4.0,8,2985200.0,2460290.0,6150.725,5958.483033932136,5756.0,5910.5,335,41,12,12
most_packages_first_MPA,0,2,2,100,2,5354,70091.01,2248.59,9793,19358,0.99,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0,271073.0,264084.0,2640.84,2357.1565217391303,2287.0,2639.0,90,7,1,2
most_packages_first_MPA,4,2,2,100,2,6113,80243.56,2228.1,10634,20431,0.96,0.0,40.0,-1.0,1.0,2.0,-1.0,0.0,40.0,-1.0,1.0,2.0,-1.0,2,288621.0,282216.0,2822.16,2576.973214285714,2480.5,2774.5,91,6,3,0
most_packages_first_MPA,0,3,2,100,2,3613,70091.01,2248.59,6655,19358,0.97,0.0,101.0,74.0,1.0,2.0,2.0,0.0,101.0,74.0,1.0,2.0,2.0,0,185636.0,180496.0,1804.96,1614.2260869565218,1590.0,1797.0,90,7,1,2
most_packages_first_MPA,7,3,2,100,2,4736,87150.09,2779.62,7345,21078,0.96,0.0,155.5,0.0,1.0,2.0,2.0,0.0,155.5,0.0,1.0,2.0,2.0,1,229067.0,213883.0,2138.83,1893.1157024793388,1713.0,2047.0,83,14,2,1
most_packages_first_MPA,2,1,2,100,4,10089,52590.98,5985.07,18100,17971,0.99,0.0,173.4,233.0,1.0,2.0,2.0,0.0,173.4,233.0,1.0,2.0,2.0,2,552496.0,498272.0,4982.72,4642.823529411765,4688.0,5143.5,88,6,5,1
most_packages_first_MPA,4,2,2,100,4,5869,51403.86,6597.52,9046,17486,0.97,0.0,0.0,-1.0,1.0,2.0,-1.0,0.0,0.0,-1.0,1.0,2.0,-1.0,0,284669.0,254182.0,2541.82,2541.6875,2430.5,2482.5,91,6,3,0
most_packages_first_MPA,3,3,2,100,4,3901,60326.69,7846.37,6716,19080,0.95,0.0,116.16666666666669,0.0,1.0,2.0,2.0,0.0,116.16666666666669,0.0,1.0,2.0,2.0,0,249610.0,203505.0,2035.05,1848.962962962963,1911.0,2195.5,77,14,6,3
most_packages_first_MPA,4,4,2,100,4,3261,51403.86,6597.52,4855,17486,0.9,0.0,0.0,-1.0,1.0,2.0,-1.0,0.0,0.0,-1.0,1.0,2.0,-1.0,0,160009.0,142228.0,1422.28,1428.6517857142858,1363.5,1412.0,91,6,3,0
most_packages_first_MPA,6,1,2,200,2,21482,143323.45,2220.32,39800,39467,0.99,0.0,239.1428571428571,137.0,1.0,2.0,2.0,0.0,239.1428571428571,137.0,1.0,2.0,2.0,7,2203661.0,2117804.0,10589.02,9259.079831932771,8794.5,10528.0,173,18,7,2
most_packages_first_MPA,4,2,2,200,2,11167,151016.72,2296.97,20670,40588,0.98,0.0,52.0,0.0,1.0,2.0,2.0,0.0,52.0,0.0,1.0,2.0,2.0,6,1202980.0,1143209.0,5716.045,4890.162601626016,4694.5,5731.0,174,14,4,8
most_packages_first_MPA,6,3,2,200,2,7334,143323.45,2220.32,13390,39467,0.98,0.0,100.14285714285714,67.0,1.0,2.0,2.0,0.0,100.14285714285714,67.0,1.0,2.0,2.0,6,752915.0,721736.0,3608.68,3163.5084033613443,3018.5,3596.5,173,18,7,2
most_packages_first_MPA,6,4,2,200,2,5599,143323.45,2220.32,10216,39467,0.97,0.0,36.714285714285715,0.0,1.0,2.0,2.0,0.0,36.714285714285715,0.0,1.0,2.0,2.0,2,571411.0,546684.0,2733.42,2400.8865546218485,2296.0,2726.0,173,18,7,2
most_packages_first_MPA,4,1,2,200,4,20611,107586.3,5757.74,36384,36103,0.99,0.0,217.5,207.375,1.0,2.0,2.0,0.0,217.5,207.375,1.0,2.0,2.0,5,2223109.0,1962152.0,9810.76,9037.028455284551,8958.0,9426.5,174,14,4,8
most_packages_first_MPA,5,2,2,200,4,10332,100245.92,6500.59,18178,35301,0.97,0.0,93.57142857142856,0.0,1.0,2.0,2.0,0.0,93.57142857142856,0.0,1.0,2.0,2.0,4,1079371.0,998831.0,4994.155,4497.379166666667,4423.0,4956.0,175,14,7,4
most_packages_first_MPA,6,3,2,200,4,6663,103185.96,7820.03,12322,35369,0.96,0.0,81.28571428571429,99.5,1.0,2.0,2.0,0.0,81.28571428571429,99.5,1.0,2.0,2.0,0,741322.0,672149.0,3360.745,3114.798319327731,2982.5,3169.5,173,18,7,2
most_packages_first_MPA,4,4,2,200,4,5731,107586.3,5757.74,9807,36103,0.92,0.0,13.0,0.0,1.0,2.0,2.0,0.0,13.0,0.0,1.0,2.0,2.0,0,629909.0,551355.0,2756.775,2560.6056910569105,2557.0,2670.0,174,14,4,8
most_packages_first_MPA,3,1,2,200,8,17474,74879.63,11289.69,33182,32947,0.99,0.0,168.0,202.66666666666663,1.0,2.0,2.0,0.0,168.0,202.66666666666663,1.0,2.0,2.0,3,2183150.0,1744434.0,8722.17,8561.372549019608,8798.0,8431.0,161,26,10,3
most_packages_first_MPA,6,2,2,200,8,9608,74194.24,12062.52,16896,32409,0.96,0.0,54.857142857142854,0.0,1.0,2.0,2.0,0.0,54.857142857142854,0.0,1.0,2.0,2.0,2,1076604.0,927304.0,4636.52,4523.546218487395,4418.5,4646.5,173,18,7,2
most_packages_first_MPA,7,3,2,200,8,7567,84329.54,10888.99,12001,33656,0.93,0.0,57.25,59.333333333333336,1.0,2.0,2.0,0.0,57.25,59.333333333333336,1.0,2.0,2.0,0,852172.0,692780.0,3463.9,3464.1138211382113,3496.0,3501.0,168,21,8,3
most_packages_first_MPA,9,4,2,200,8,5316,66795.96,12041.79,8950,31457,0.88,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0,602958.0,539632.0,2698.16,2644.5526315789475,2843.5,2863.5,181,12,5,2
most_packages_first_MPA,8,1,2,400,2,46463,325693.73,2058.66,84306,83571,0.99,0.0,249.5,254.0,1.0,2.0,2.0,0.0,249.5,254.0,1.0,2.0,2.0,16,9973653.0,9416896.0,23542.24,19907.491017964072,18833.0,23556.0,335,41,12,12
most_packages_first_MPA,4,2,2,400,2,23549,296524.11,2462.24,41049,80905,0.99,0.0,185.8181818181818,0.0,1.0,2.0,2.0,0.0,185.8181818181818,0.0,1.0,2.0,2.0,14,4807087.0,4565367.0,11413.4175,9891.125514403291,9433.5,11426.5,346,27,22,5
most_packages_first_MPA,6,3,2,400,2,14235,308301.58,2291.55,28040,82187,0.98,0.0,82.57142857142857,101.16666666666669,1.0,2.0,2.0,0.0,82.57142857142857,101.16666666666669,1.0,2.0,2.0,12,3213256.0,3026121.0,7565.3025,6504.566801619433,6140.0,7564.0,339,34,21,6
most_packages_first_MPA,3,4,2,400,2,11246,321408.61,2015.06,21323,83236,0.98,0.0,67.82352941176471,0.0,1.0,2.0,2.0,0.0,67.82352941176471,0.0,1.0,2.0,2.0,14,2509561.0,2346890.0,5867.225,5009.10379241517,4776.0,6002.5,332,43,17,8
