strategy,scenario_id,no_drones,drone_capacity,no_customers,no_clusters,Total Distribution Time,Drones Travel Distance,Trucks Travel Distance,Trucks In-Cluster time,Drones Active Time,Drone Utilization,avg_span_2,avg_span_3,avg_span_4,avg_nodropoffs_2,avg_nodropoffs_3,avg_nodropoffs_4,median_span_2,median_span_3,median_span_4,median_nodropoffs_2,median_nodropoffs_3,median_nodropoffs_4,The Number of Battery Swaps,Total Package Delivery Time,Total Customer Delivery Time,Average Customer Delivery Time,Average Package Delivery Time,Median Package Delivery Time,Median Customer Delivery Time,no_of_customers_with_1_package,no_of_customers_with_2_package,no_of_customers_with_3_package,no_of_customers_with_4_package
farthest_package_first_MPA,7,2,2,200,4,10165,106250.27,5985.28,19173,37684,0.98,502.0,72.375,1318.6666666666667,1.619047619047619,2.0,2.6666666666666665,502.0,72.375,1318.6666666666667,1.619047619047619,2.0,2.6666666666666665,4,1289837.0,1026888.0,5134.44,5243.239837398374,5240.0,5201.5,168,21,8,3
farthest_package_first_MPA,2,4,2,200,4,5216,99067.47,6116.63,9318,35513,0.95,79.38888888888889,123.5,614.5,1.5,2.0,2.5,79.38888888888889,123.5,614.5,1.5,2.0,2.5,0,590451.0,509462.0,2547.31,2589.6973684210525,2566.0,2495.5,178,18,2,2
farthest_package_first_MPA,1,1,2,200,8,19208,70614.34,11952.61,32659,32434,0.99,196.75,309.3333333333333,2514.5,1.125,2.0,3.0,196.75,309.3333333333333,2514.5,1.125,2.0,3.0,3,2067137.0,1738078.0,8690.39,8833.918803418803,8614.0,8551.5,176,16,6,2
farthest_package_first_MPA,4,2,2,200,8,10300,78596.66,10860.92,17813,34684,0.97,93.71428571428572,144.25,692.125,1.3571428571428572,2.0,2.875,93.71428571428572,144.25,692.125,1.3571428571428572,2.0,2.875,2,1211385.0,950880.0,4754.4,4924.329268292683,4913.5,4898.0,174,14,4,8
farthest_package_first_MPA,6,3,2,200,8,6664,70824.28,12062.52,11624,33161,0.95,46.111111111111114,129.14285714285714,286.5,1.3333333333333333,2.2857142857142856,2.5,46.111111111111114,129.14285714285714,286.5,1.3333333333333333,2.2857142857142856,2.5,0,797395.0,658204.0,3291.02,3350.3991596638657,3302.5,3317.5,173,18,7,2
farthest_package_first_MPA,8,4,2,200,8,5912,76340.01,10565.4,9702,35166,0.91,99.83333333333331,149.28571428571428,395.5,1.6666666666666667,2.142857142857143,2.6666666666666665,99.83333333333331,149.28571428571428,395.5,1.6666666666666667,2.142857142857143,2.6666666666666665,0,668940.0,553744.0,2768.72,2675.76,2706.0,2825.0,169,18,7,6
farthest_package_first_MPA,0,2,2,400,2,25237,325360.15,2513.33,44247,87627,0.99,503.5813953488372,718.8333333333334,2292.909090909091,1.5348837209302326,2.0,2.5454545454545454,503.5813953488372,718.8333333333334,2292.909090909091,1.5348837209302326,2.0,2.5454545454545454,14,6318945.0,4645241.0,11613.1025,12341.689453125,12549.0,11525.0,328,43,18,11
farthest_package_first_MPA,3,2,2,400,2,22749,320754.53,2015.06,43773,86675,0.99,484.8139534883721,740.0,4225.375,1.4651162790697674,2.0588235294117645,3.0,484.8139534883721,740.0,4225.375,1.4651162790697674,2.0588235294117645,3.0,15,5945021.0,4614927.0,11537.3175,11866.309381237525,12315.0,12014.5,332,43,17,8
farthest_package_first_MPA,4,3,2,400,2,16223,296594.61,2462.24,28366,83296,0.98,280.6296296296296,331.40909090909093,3370.0,1.4814814814814814,2.136363636363636,2.8,280.6296296296296,331.40909090909093,3370.0,1.4814814814814814,2.136363636363636,2.8,14,3777495.0,3051645.0,7629.1125,7772.623456790124,7931.0,7692.0,346,27,22,5
farthest_package_first_MPA,4,4,2,400,2,12251,296594.61,2462.24,21351,83296,0.98,200.92592592592592,240.9090909090909,2561.6,1.4814814814814814,2.136363636363636,2.8,200.92592592592592,240.9090909090909,2561.6,1.4814814814814814,2.136363636363636,2.8,12,2849569.0,2301610.0,5754.025,5863.310699588477,5964.0,5794.0,346,27,22,5
farthest_package_first_MPA,4,1,2,400,4,38309,198547.34,5900.51,73551,72999,0.99,594.8148148148148,1091.590909090909,2698.4,1.4074074074074074,2.136363636363636,2.6,594.8148148148148,1091.590909090909,2698.4,1.4074074074074074,2.136363636363636,2.6,10,9415203.0,7420804.0,18552.01,19372.845679012345,19167.0,18193.5,346,27,22,5
farthest_package_first_MPA,5,2,2,400,4,21187,219416.64,6350.12,39482,78063,0.99,310.97727272727275,580.8181818181819,2307.0,1.4545454545454546,2.136363636363636,2.8461538461538463,310.97727272727275,580.8181818181819,2307.0,1.4545454545454546,2.136363636363636,2.8461538461538463,10,5525078.0,3946428.0,9866.07,10484.018975332068,10218.0,9406.0,321,44,22,13
farthest_package_first_MPA,3,4,2,400,4,10326,205745.72,5956.73,19174,74207,0.97,223.72093023255815,222.8235294117647,454.375,1.372093023255814,2.0588235294117645,2.75,223.72093023255815,222.8235294117647,454.375,1.372093023255814,2.0588235294117645,2.75,8,2607612.0,1989931.0,4974.8275,5204.814371257485,5015.0,4735.0,332,43,17,8
farthest_package_first_MPA,1,1,2,400,8,38253,149743.99,11955.5,69888,69406,0.99,366.7105263157895,664.5384615384615,2442.6666666666665,1.394736842105263,2.076923076923077,3.0,366.7105263157895,664.5384615384615,2442.6666666666665,1.394736842105263,2.076923076923077,3.0,7,9209892.0,7176498.0,17941.245,18129.708661417324,17803.0,17630.0,330,38,26,6
farthest_package_first_MPA,8,2,2,400,8,19176,151099.86,13011.42,34817,68457,0.98,233.17073170731703,220.91666666666663,471.1666666666667,1.3658536585365857,2.0833333333333335,2.5,233.17073170731703,220.91666666666663,471.1666666666667,1.3658536585365857,2.0833333333333335,2.5,6,4654573.0,3672803.0,9182.0075,9290.56487025948,9062.0,9164.5,335,41,12,12
farthest_package_first_MPA,3,4,2,400,8,10551,150001.64,12058.14,18113,68931,0.95,82.48837209302326,129.8235294117647,611.25,1.4651162790697674,2.0,2.75,82.48837209302326,129.8235294117647,611.25,1.4651162790697674,2.0,2.75,4,2499931.0,1979561.0,4948.9025,4989.882235528942,5024.0,4974.5,332,43,17,8
farthest_package_first_MPA,6,1,2,400,16,34105,104070.53,25636.6,64212,63810,0.99,158.35294117647058,478.04761904761904,858.6666666666666,1.3823529411764706,2.047619047619047,3.0,158.35294117647058,478.04761904761904,858.6666666666666,1.3823529411764706,2.047619047619047,3.0,4,8426861.0,6833935.0,17084.8375,17058.423076923078,17258.0,16847.0,339,34,21,6
farthest_package_first_MPA,6,2,2,400,16,18161,104070.53,25636.6,32934,63810,0.97,56.794117647058826,223.6190476190476,381.3333333333333,1.3823529411764706,2.047619047619047,3.0,56.794117647058826,223.6190476190476,381.3333333333333,1.3823529411764706,2.047619047619047,3.0,4,4553837.0,3693306.0,9233.265,9218.293522267206,9356.0,9194.0,339,34,21,6
farthest_package_first_MPA,9,3,2,400,16,13955,105368.77,23510.94,22370,63357,0.94,60.87179487179487,115.3529411764706,559.2,1.3846153846153846,2.0,3.0,60.87179487179487,115.3529411764706,559.2,1.3846153846153846,2.0,3.0,3,3171958.0,2573500.0,6433.75,6499.913934426229,6371.0,6275.5,339,39,17,5
farthest_package_first_MPA,7,1,3,50,2,5089,29654.77,2760.29,9602,9577,1.0,975.8333333333334,112.0,-1.0,1.6666666666666667,1.5,-1.0,975.8333333333334,112.0,-1.0,1.6666666666666667,1.5,-1.0,0,152983.0,133426.0,2668.52,2549.7166666666667,2587.5,2737.5,42,6,2,0
farthest_package_first_MPA,4,2,3,50,2,2495,26083.12,2220.31,4438,8726,0.98,8.0,0.0,-1.0,1.2,1.0,-1.0,8.0,0.0,-1.0,1.2,1.0,-1.0,0,73692.0,64129.0,1282.58,1292.842105263158,1266.0,1297.0,44,5,1,0
farthest_package_first_MPA,1,3,3,50,2,1926,33287.66,2512.34,3508,10177,0.97,58.8,242.33333333333337,214.0,1.4,1.6666666666666667,2.0,58.8,242.33333333333337,214.0,1.4,1.6666666666666667,2.0,0,73860.0,50757.0,1015.14,1055.142857142857,1126.0,1001.0,39,5,3,3
farthest_package_first_MPA,5,3,3,50,2,1868,28396.41,2333.65,3247,9068,0.93,0.0,159.33333333333334,-1.0,1.0,1.6666666666666667,-1.0,0.0,159.33333333333334,-1.0,1.0,1.6666666666666667,-1.0,0,57458.0,47651.0,953.02,957.6333333333332,966.0,962.0,43,4,3,0
farthest_package_first_MPA,0,1,3,100,2,9689,51050.89,2248.59,17662,17559,0.99,301.85714285714283,671.0,198.5,1.1428571428571428,2.0,2.0,301.85714285714283,671.0,198.5,1.1428571428571428,2.0,2.0,2,565889.0,477427.0,4774.27,4920.773913043478,4991.0,4926.5,90,7,1,2
farthest_package_first_MPA,0,3,3,100,2,3317,51050.89,2248.59,6055,17559,0.97,78.42857142857143,204.0,25.5,1.1428571428571428,2.0,2.0,78.42857142857143,204.0,25.5,1.1428571428571428,2.0,2.0,0,197792.0,167971.0,1679.71,1719.9304347826087,1742.0,1740.0,90,7,1,2
farthest_package_first_MPA,9,3,3,100,2,4151,57997.27,2706.14,6481,18890,0.97,262.9,298.5,281.0,1.5,1.75,2.0,262.9,298.5,281.0,1.5,1.75,2.0,0,231390.0,187539.0,1875.39,1912.314049586777,1831.0,1789.5,85,10,4,1
farthest_package_first_MPA,4,1,3,100,4,10092,39560.21,6597.52,16485,16409,1.0,187.16666666666663,774.3333333333334,-1.0,1.1666666666666667,2.0,-1.0,187.16666666666663,774.3333333333334,-1.0,1.1666666666666667,2.0,-1.0,1,526954.0,453374.0,4533.74,4704.946428571428,4611.0,4465.0,91,6,3,0
farthest_package_first_MPA,5,2,3,100,4,5503,37763.31,6706.67,8428,16324,0.97,215.2,0.0,827.0,1.4,1.0,2.5,215.2,0.0,827.0,1.4,1.0,2.5,0,280063.0,248251.0,2482.51,2478.433628318584,2315.0,2432.0,92,5,1,2
farthest_package_first_MPA,3,3,3,100,4,3949,46030.64,7846.37,6576,17772,0.9,11.642857142857142,140.5,563.0,1.1428571428571428,1.6666666666666667,2.3333333333333335,11.642857142857142,140.5,563.0,1.1428571428571428,1.6666666666666667,2.3333333333333335,0,260631.0,193624.0,1936.24,1930.6,2038.0,2059.0,77,14,6,3
farthest_package_first_MPA,6,4,3,100,4,3079,39047.13,5703.16,4675,16704,0.89,77.28571428571429,214.33333333333337,270.5,1.1428571428571428,2.0,2.5,77.28571428571429,214.33333333333337,270.5,1.1428571428571428,2.0,2.5,0,166164.0,135058.0,1350.58,1396.3361344537816,1493.0,1369.0,88,7,3,2
farthest_package_first_MPA,0,2,3,200,2,10286,105259.45,2087.14,18333,36317,0.99,417.2857142857143,1013.1428571428572,828.0,1.3571428571428572,2.0,2.0,417.2857142857143,1013.1428571428572,828.0,1.3571428571428572,2.0,2.0,4,1190676.0,1012547.0,5062.735,5023.949367088608,5055.0,5033.0,176,14,7,3
farthest_package_first_MPA,2,2,3,200,2,9201,103841.61,2142.52,18029,35572,0.99,280.0,276.0,78.5,1.2777777777777777,2.5,2.0,280.0,276.0,78.5,1.2777777777777777,2.5,2.0,4,1115380.0,959397.0,4796.985,4892.017543859649,4978.0,4891.0,178,18,2,2
farthest_package_first_MPA,2,3,3,200,2,6215,103841.61,2142.52,12040,35572,0.98,171.16666666666666,156.5,27.0,1.2777777777777777,2.5,2.0,171.16666666666666,156.5,27.0,1.2777777777777777,2.5,2.0,0,751223.0,646385.0,3231.925,3294.8377192982457,3382.0,3292.5,178,18,2,2
farthest_package_first_MPA,0,4,3,200,2,5299,105259.45,2087.14,9379,36317,0.97,191.5,384.1428571428572,389.3333333333333,1.3571428571428572,2.0,2.0,191.5,384.1428571428572,389.3333333333333,1.3571428571428572,2.0,2.0,0,609138.0,517850.0,2589.25,2570.2025316455697,2591.0,2581.0,176,14,7,3
farthest_package_first_MPA,8,4,3,200,2,5349,115034.35,2427.32,9610,37580,0.98,54.44444444444444,478.2857142857143,202.0,1.2222222222222223,1.8571428571428572,2.1666666666666665,54.44444444444444,478.2857142857143,202.0,1.2222222222222223,1.8571428571428572,2.1666666666666665,0,664807.0,526990.0,2634.95,2659.228,2780.0,2652.5,169,18,7,6
farthest_package_first_MPA,0,2,3,200,4,10052,70697.56,5992.54,16831,32926,0.98,376.8571428571428,782.2857142857143,205.33333333333337,1.3571428571428572,2.0,2.3333333333333335,376.8571428571428,782.2857142857143,205.33333333333337,1.3571428571428572,2.0,2.3333333333333335,2,1094865.0,924355.0,4621.775,4619.683544303797,4589.0,4587.0,176,14,7,3
farthest_package_first_MPA,3,2,3,200,4,9641,78612.05,5898.87,17458,34305,0.98,242.3846153846154,462.6,586.0,1.4230769230769231,1.7,2.0,242.3846153846154,462.6,586.0,1.4230769230769231,1.7,2.0,2,1173982.0,909758.0,4548.79,4603.850980392157,4612.0,4351.5,161,26,10,3
farthest_package_first_MPA,5,3,3,200,4,6709,74116.61,6500.59,11532,33274,0.96,140.5,300.2857142857143,237.25,1.4285714285714286,1.8571428571428572,2.0,140.5,300.2857142857143,237.25,1.4285714285714286,1.8571428571428572,2.0,0,753701.0,652371.0,3261.855,3140.420833333333,3018.0,3362.0,175,14,7,4
farthest_package_first_MPA,7,4,3,200,4,5032,78534.7,5985.28,9125,33601,0.92,97.23809523809524,68.375,169.0,1.3333333333333333,1.625,2.0,97.23809523809524,68.375,169.0,1.3333333333333333,1.625,2.0,0,616769.0,498135.0,2490.675,2507.191056910569,2677.5,2556.5,168,21,8,3
farthest_package_first_MPA,9,1,3,200,8,16976,52038.3,12041.79,30600,30445,0.99,398.5,144.8,316.5,1.4166666666666667,1.6,2.5,398.5,144.8,316.5,1.4166666666666667,1.6,2.5,2,1891962.0,1650284.0,8251.42,8298.078947368422,8371.5,8215.5,181,12,5,2
farthest_package_first_MPA,1,3,3,200,8,7011,53524.97,11952.61,10884,30482,0.93,46.8125,143.83333333333334,278.5,1.25,1.6666666666666667,2.0,46.8125,143.83333333333334,278.5,1.25,1.6666666666666667,2.0,0,735440.0,623991.0,3119.955,3142.905982905983,3045.5,3008.5,176,16,6,2
farthest_package_first_MPA,9,3,3,200,8,6457,52038.3,12041.79,10947,30445,0.93,134.0,102.6,255.0,1.4166666666666667,1.6,2.5,134.0,102.6,255.0,1.4166666666666667,1.6,2.5,0,728255.0,636477.0,3182.385,3194.1008771929824,3201.5,3143.5,181,12,5,2
farthest_package_first_MPA,1,1,3,400,2,37755,215225.46,2525.2,74320,73846,0.99,943.5263157894736,886.4615384615385,1102.1666666666667,1.394736842105263,1.5384615384615383,2.1666666666666665,943.5263157894736,886.4615384615385,1102.1666666666667,1.394736842105263,1.5384615384615383,2.1666666666666665,10,10262197.0,7861797.0,19654.4925,20201.175196850392,21047.0,20136.5,330,38,26,6
farthest_package_first_MPA,6,2,3,400,2,19051,217290.55,2291.55,37127,73702,0.99,309.9117647058824,1010.5238095238096,839.6666666666666,1.2352941176470589,1.8571428571428572,2.1666666666666665,309.9117647058824,1010.5238095238096,839.6666666666666,1.2352941176470589,1.8571428571428572,2.1666666666666665,8,5026017.0,3956283.0,9890.7075,10174.123481781377,10552.0,10161.5,339,34,21,6
farthest_package_first_MPA,1,4,3,400,2,9636,215225.46,2525.2,18747,73846,0.98,200.26315789473685,189.26923076923077,228.83333333333337,1.394736842105263,1.5384615384615383,2.1666666666666665,200.26315789473685,189.26923076923077,228.83333333333337,1.394736842105263,1.5384615384615383,2.1666666666666665,8,2612252.0,2004206.0,5010.515,5142.228346456693,5301.0,5125.5,330,38,26,6
farthest_package_first_MPA,0,1,3,400,4,35994,150355.72,6216.68,67001,66611,0.99,565.4651162790698,632.0,1255.4545454545455,1.2093023255813953,1.6111111111111112,2.0,565.4651162790698,632.0,1255.4545454545455,1.2093023255813953,1.6111111111111112,2.0,7,8728966.0,6981887.0,17454.7175,17048.76171875,16782.0,17319.5,328,43,18,11
farthest_package_first_MPA,5,2,3,400,4,19055,155630.03,6350.12,34823,68804,0.99,495.59090909090907,762.5909090909091,863.0769230769231,1.2954545454545454,1.7727272727272727,2.1538461538461537,495.59090909090907,762.5909090909091,863.0769230769231,1.2954545454545454,1.7727272727272727,2.1538461538461537,6,4865404.0,3603189.0,9007.9725,9232.265654648956,9111.0,8829.0,321,44,22,13
farthest_package_first_MPA,4,4,3,400,4,9088,144077.75,5900.51,16822,65747,0.98,204.74074074074073,307.0,142.6,1.4074074074074074,1.5909090909090908,2.0,204.74074074074073,307.0,142.6,1.4074074074074074,1.5909090909090908,2.0,2,2205269.0,1748715.0,4371.7875,4537.590534979424,4471.0,4308.0,346,27,22,5
farthest_package_first_MPA,5,1,3,400,8,33417,114154.42,10855.18,63445,63101,0.99,306.97727272727275,580.5,591.7692307692307,1.1590909090909092,1.4545454545454546,2.1538461538461537,306.97727272727275,580.5,591.7692307692307,1.1590909090909092,1.4545454545454546,2.1538461538461537,5,8572569.0,6615781.0,16539.4525,16266.734345351044,15955.0,16650.5,321,44,22,13
farthest_package_first_MPA,7,2,3,400,8,16884,107696.91,13401.14,31430,62061,0.99,197.02380952380952,40.5,412.8333333333333,1.3571428571428572,1.1666666666666667,2.0833333333333335,197.02380952380952,40.5,412.8333333333333,1.3571428571428572,1.1666666666666667,2.0833333333333335,4,4104492.0,3301975.0,8254.9375,8376.514285714286,8388.5,8237.5,340,42,6,12
farthest_package_first_MPA,0,4,3,400,8,9255,111882.35,12285.54,16880,63320,0.94,95.74418604651164,200.27777777777777,222.8181818181818,1.2790697674418603,1.7222222222222223,2.0,95.74418604651164,200.27777777777777,222.8181818181818,1.2790697674418603,1.7222222222222223,2.0,0,2401908.0,1889778.0,4724.445,4691.2265625,4860.5,4873.0,328,43,18,11
farthest_package_first_MPA,9,4,3,400,8,10013,107389.58,12465.81,16525,62536,0.95,118.87179487179488,148.58823529411765,227.2,1.435897435897436,1.6470588235294117,2.0,118.87179487179488,148.58823529411765,227.2,1.435897435897436,1.6470588235294117,2.0,0,2247145.0,1846746.0,4616.865,4604.805327868852,4684.0,4644.5,339,39,17,5
farthest_package_first_MPA,1,2,3,400,16,17743,82863.86,25012.19,31471,60382,0.96,149.31578947368422,239.3846153846154,234.66666666666663,1.2894736842105263,1.6923076923076923,2.1666666666666665,149.31578947368422,239.3846153846154,234.66666666666663,1.2894736842105263,1.6923076923076923,2.1666666666666665,4,4415512.0,3472128.0,8680.32,8691.952755905511,8641.0,8677.5,330,38,26,6
farthest_package_first_MPA,3,2,3,400,16,18334,83707.88,25535.43,30953,59518,0.96,106.86046511627907,193.0,290.375,1.2093023255813953,1.5294117647058822,2.25,106.86046511627907,193.0,290.375,1.2093023255813953,1.5294117647058822,2.25,4,4327107.0,3494469.0,8736.1725,8636.940119760478,8547.0,8843.5,332,43,17,8
farthest_package_first_MPA,5,3,3,400,16,12830,83982.3,25307.68,21898,60273,0.92,42.04545454545455,58.04545454545455,221.92307692307693,1.2045454545454546,1.5,2.076923076923077,42.04545454545455,58.04545454545455,221.92307692307693,1.2045454545454546,1.5,2.076923076923077,0,3365828.0,2586989.0,6467.4725,6386.770398481974,6515.0,6627.5,321,44,22,13
farthest_package_first_MPA,7,4,3,400,16,10859,82444.58,25281.92,16882,59984,0.89,81.42857142857143,92.83333333333331,191.25,1.3571428571428572,1.5,2.25,81.42857142857143,92.83333333333331,191.25,1.3571428571428572,1.5,2.25,0,2463590.0,2016368.0,5040.92,5027.734693877551,4892.5,4869.5,340,42,6,12
farthest_package_first,9,1,1,100,2,18580,137891.77,2706.14,28674,28369,0.99,221.7,515.5,585.0,2.0,3.0,4.0,221.7,515.5,585.0,2.0,3.0,4.0,6,1059959.0,864317.0,8643.17,8759.99173553719,8426.0,8329.5,85,10,4,1
farthest_package_first,2,3,1,100,2,5756,128152.43,2557.6,9131,27036,0.99,4.666666666666667,234.8,229.0,2.0,3.0,4.0,4.666666666666667,234.8,229.0,2.0,3.0,4.0,3,339138.0,296218.0,2962.18,2849.8991596638657,2737.0,2827.0,88,6,5,1
farthest_package_first,7,1,1,100,4,13491,89512.81,8331.32,23677,23428,0.99,197.5,370.0,558.0,2.0,3.0,4.0,197.5,370.0,558.0,2.0,3.0,4.0,4,790389.0,631926.0,6319.26,6532.140495867769,6565.0,6370.5,83,14,2,1
farthest_package_first,5,3,1,100,4,4843,82381.31,6706.67,7478,21751,0.97,113.4,13.0,193.0,2.0,3.0,4.0,113.4,13.0,193.0,2.0,3.0,4.0,0,257854.0,228656.0,2286.56,2281.8938053097345,2241.0,2250.0,92,5,1,2
farthest_package_first,3,4,1,100,4,4099,103316.73,7846.37,6976,26496,0.95,27.285714285714285,103.16666666666669,195.33333333333337,2.0,3.0,4.0,27.285714285714285,103.16666666666669,195.33333333333337,2.0,3.0,4.0,0,280421.0,212368.0,2123.68,2077.1925925925925,2033.0,2140.0,77,14,6,3
farthest_package_first,4,1,1,200,2,32120,277996.51,2296.97,58164,57494,0.99,239.28571428571428,507.0,728.25,2.0,3.0,4.0,239.28571428571428,507.0,728.25,2.0,3.0,4.0,14,4090815.0,3364431.0,16822.155,16629.329268292684,17189.0,17303.5,174,14,4,8
farthest_package_first,1,3,1,200,2,9259,252462.05,2389.28,18155,53492,0.98,110.0625,122.5,269.0,2.0,3.0,4.0,110.0625,122.5,269.0,2.0,3.0,4.0,12,1233123.0,1029499.0,5147.495,5269.75641025641,5559.5,5337.5,176,16,6,2
farthest_package_first,7,3,1,200,2,10660,289688.91,2634.82,19724,58521,0.99,58.714285714285715,196.0,222.33333333333337,2.0,3.0,4.0,58.714285714285715,196.0,222.33333333333337,2.0,3.0,4.0,12,1409465.0,1167587.0,5837.935,5729.532520325203,5954.0,5954.0,168,21,8,3
farthest_package_first,1,1,1,200,4,24747,176442.09,5959.28,46172,45690,0.99,210.125,345.3333333333333,643.5,2.0,3.0,4.0,210.125,345.3333333333333,643.5,2.0,3.0,4.0,8,2871306.0,2439590.0,12197.95,12270.53846153846,12142.0,11869.0,176,16,6,2
farthest_package_first,5,2,1,200,4,13578,172810.56,6500.59,23360,46030,0.99,95.78571428571428,193.28571428571428,287.0,2.0,3.0,4.0,95.78571428571428,193.28571428571428,287.0,2.0,3.0,4.0,6,1533950.0,1327917.0,6639.585,6391.458333333333,6174.5,6552.5,175,14,7,4
farthest_package_first,9,3,1,200,4,8751,172446.34,5903.12,15130,44557,0.98,34.333333333333336,115.0,172.0,2.0,3.0,4.0,34.333333333333336,115.0,172.0,2.0,3.0,4.0,6,968745.0,851467.0,4257.335,4248.881578947368,4308.5,4308.5,181,12,5,2
farthest_package_first,4,1,1,200,8,24592,133242.15,10860.92,43220,42778,0.99,186.71428571428572,393.0,538.125,2.0,3.0,4.0,186.71428571428572,393.0,538.125,2.0,3.0,4.0,6,2826186.0,2261384.0,11306.92,11488.560975609756,11429.5,11583.5,174,14,4,8
farthest_package_first,1,3,1,200,8,8465,118675.8,11952.61,13681,39871,0.97,49.8125,117.33333333333331,161.5,2.0,3.0,4.0,49.8125,117.33333333333331,161.5,2.0,3.0,4.0,3,907122.0,771331.0,3856.655,3876.589743589744,3708.0,3827.5,176,16,6,2
farthest_package_first,1,4,1,200,8,6657,118675.8,11952.61,10496,39871,0.95,32.3125,35.166666666666664,158.5,2.0,3.0,4.0,32.3125,35.166666666666664,158.5,2.0,3.0,4.0,0,717012.0,609377.0,3046.885,3064.153846153846,2933.5,2934.0,176,16,6,2
farthest_package_first,1,1,1,400,2,60863,577124.2,2525.2,120423,119011,0.99,235.1315789473684,471.15384615384613,679.0,2.0,3.0,4.0,235.1315789473684,471.15384615384613,679.0,2.0,3.0,4.0,30,17381567.0,13518367.0,33795.9175,34215.683070866144,35972.0,34694.5,330,38,26,6
farthest_package_first,6,2,1,400,2,30175,582734.06,2291.55,59631,117911,0.99,98.88235294117646,230.1428571428571,348.3333333333333,2.0,3.0,4.0,98.88235294117646,230.1428571428571,348.3333333333333,2.0,3.0,4.0,28,8380936.0,6703756.0,16759.39,16965.457489878543,17940.5,17477.0,339,34,21,6
farthest_package_first,2,4,1,400,2,14899,561281.04,2118.55,28575,112584,0.98,55.61904761904762,118.1,260.0,2.0,3.0,4.0,55.61904761904762,118.1,260.0,2.0,3.0,4.0,24,3800172.0,3218727.0,8046.8175,8120.025641025641,8487.0,8261.5,346,42,10,2
farthest_package_first,8,4,1,400,2,17309,617289.06,2058.66,30985,122180,0.99,102.39024390243902,156.75,155.16666666666666,2.0,3.0,4.0,102.39024390243902,156.75,155.16666666666666,2.0,3.0,4.0,28,4439052.0,3632444.0,9081.11,8860.383233532933,9156.0,9662.5,335,41,12,12
farthest_package_first,1,2,1,400,4,30423,382391.53,8150.94,50159,98987,0.99,89.60526315789474,186.0,334.3333333333333,2.0,3.0,4.0,89.60526315789474,186.0,334.3333333333333,2.0,3.0,4.0,18,7007557.0,5470447.0,13676.1175,13794.403543307086,13305.5,13391.5,330,38,26,6
farthest_package_first,3,2,1,400,4,26383,378746.42,5956.73,49532,97878,0.99,102.34883720930232,196.2941176470588,373.25,2.0,3.0,4.0,102.34883720930232,196.2941176470588,373.25,2.0,3.0,4.0,18,6638771.0,5206947.0,13017.3675,13251.03992015968,12957.0,12494.5,332,43,17,8
farthest_package_first,5,3,1,400,4,18949,402298.48,6350.12,34976,103319,0.98,66.77272727272727,119.04545454545456,192.46153846153845,2.0,3.0,4.0,66.77272727272727,119.04545454545456,192.46153846153845,2.0,3.0,4.0,18,4947676.0,3662322.0,9155.805,9388.379506641366,9075.0,8831.5,321,44,22,13
farthest_package_first,8,4,1,400,4,13062,378896.59,6194.94,24818,97807,0.99,48.78048780487805,61.5,147.16666666666666,2.0,3.0,4.0,48.78048780487805,61.5,147.16666666666666,2.0,3.0,4.0,16,3355043.0,2787812.0,6969.53,6696.692614770459,6567.0,7089.5,335,41,12,12
farthest_package_first,1,2,1,400,8,24618,265400.82,11955.5,44355,87279,0.98,68.97368421052632,170.65384615384616,315.6666666666667,2.0,3.0,4.0,68.97368421052632,170.65384615384616,315.6666666666667,2.0,3.0,4.0,12,5976509.0,4720321.0,11800.8025,11764.781496062991,11570.0,11570.0,330,38,26,6
farthest_package_first,3,2,1,400,8,24446,267016.32,12058.14,43947,86606,0.99,65.04651162790698,178.1764705882353,213.25,2.0,3.0,4.0,65.04651162790698,178.1764705882353,213.25,2.0,3.0,4.0,12,5823714.0,4677077.0,11692.6925,11624.179640718565,11610.0,11579.0,332,43,17,8
farthest_package_first,5,3,1,400,8,16744,278838.69,10855.18,30924,90917,0.98,33.54545454545455,112.86363636363636,161.07692307692307,2.0,3.0,4.0,33.54545454545455,112.86363636363636,161.07692307692307,2.0,3.0,4.0,12,4354942.0,3380848.0,8452.12,8263.64705882353,8241.0,8817.5,321,44,22,13
farthest_package_first,7,4,1,400,8,12054,258514.9,13401.14,21643,84399,0.97,47.785714285714285,25.666666666666668,153.25,2.0,3.0,4.0,47.785714285714285,25.666666666666668,153.25,2.0,3.0,4.0,8,2886611.0,2338200.0,5845.5,5891.042857142857,5903.0,5736.0,340,42,6,12
farthest_package_first,9,1,1,400,16,45479,179294.82,23510.94,77001,76211,0.99,159.07692307692307,309.7647058823529,463.8,2.0,3.0,4.0,159.07692307692307,309.7647058823529,463.8,2.0,3.0,4.0,9,10023232.0,8175074.0,20437.685,20539.409836065573,20073.5,20073.5,339,39,17,5
farthest_package_first,3,3,1,400,16,16755,186642.93,25535.43,27300,78461,0.96,46.06976744186046,96.52941176470588,159.625,2.0,3.0,4.0,46.06976744186046,96.52941176470588,159.625,2.0,3.0,4.0,6,3884650.0,3147071.0,7867.6775,7753.792415169661,7668.0,8015.0,332,43,17,8
farthest_package_first,5,4,1,400,16,12872,189620.98,25307.68,21741,81892,0.94,35.52272727272727,87.22727272727273,107.0,2.0,3.0,4.0,35.52272727272727,87.22727272727273,107.0,2.0,3.0,4.0,8,3372194.0,2595975.0,6489.9375,6398.8500948766605,6590.0,6633.0,321,44,22,13
